contig la lo p.values contigs.null isogroup adj.p
c009288 -4452.415503 -4452.415503 1 c009288 isogroup=6620 1
c009290 -3297.439443 -3298.185864 0.221776030555466 c009290 isogroup=6618 1
c009291 -2265.60433 -2266.825533 0.118094965134025 c009291 isogroup=6616 0.812828867596785
c009296 -3568.553891 -3568.553891 1 c009296 isogroup=6625 1
c009298 -2554.396141 -2556.046212 0.0692738944812376 c009298 isogroup=6780 0.67304174177602
c009300 -2879.592051 -2880.705608 0.135606934559103 c009300 isogroup=6629 0.856521330785811
c009301m -4324.234522 -4324.234522 1 c009301m isogroup=23040 1
c009309m -4020.577915 -4021.006888 0.354314127902985 c009309m isogroup=21954 1
c009312 -3741.686391 -3742.850297 0.127080388636622 c009312 isogroup=6635 0.833380379995685
c009313 -8405.447983 -8405.461968 0.867179371708782 c009313 isogroup=6638 1
c009316 -5222.508927 -5223.900735 0.0952329334131136 c009316 isogroup=6642 0.748822450773883
c009320 -3486.289824 -3486.303111 0.870506359253748 c009320 isogroup=6648 1
c009322 -4820.458348 -4822.779752 0.0311839385179429 c009322 isogroup=6647 0.47529587783703
c009323 -3470.722161 -3470.722161 1 c009323 isogroup=6645 1
c009328 -4575.531212 -4576.163626 0.26073919066303 c009328 isogroup=6652 1
c009333 -6263.359734 -6263.405586 0.762021947446657 c009333 isogroup=6657 1
c009335 -5502.5155 -5502.5155 1 c009335 isogroup=6844 1
c009336 -3241.526139 -3241.73152 0.521582997455959 c009336 isogroup=6659 1
c009337 -2120.603982 -2120.603982 1 c009337 isogroup=6655 1
c009339 -6350.945636 -6351.053397 0.642473319669233 c009339 isogroup=5868 1
c009342 -6411.852416 -6411.852416 1 c009342 isogroup=6661 1
c009347m -3636.4556 -3636.4556 1 c009347m isogroup=24009 1
c009348 -5949.738228 -5951.032811 0.107596977957467 c009348 isogroup=6667 0.780773469474211
c009350 -3547.903186 -3549.09166 0.123137909269191 c009350 isogroup=2488 0.822868878401989
c009353 -2438.892878 -2438.991741 0.656562648333235 c009353 isogroup=6671 1
c009354 -2866.917752 -2867.70461 0.209668180064003 c009354 isogroup=6672 1
c009356 -1925.955281 -1929.388253 0.00878538255785943 c009356 isogroup=4675 0.283756805823189
c009357 -4268.812434 -4268.812433 1 c009357 isogroup=6673 1
c009359 -3841.956945 -3844.186046 0.0347340397181607 c009359 isogroup=6674 0.495490724923928
c009363 -3341.879943 -3341.905643 0.820644832937556 c009363 isogroup=6684 1
c009364 -4567.07369 -4567.07369 1 c009364 isogroup=6680 1
c009367 -4006.082555 -4006.082555 1 c009367 isogroup=6686 1
c009369 -4518.758547 -4518.758547 1 c009369 isogroup=6583 1
c009378 -1503.658903 -1504.090262 0.352979194800736 c009378 isogroup=6690 1
c009385 -2662.400044 -2663.896437 0.0836361621094585 c009385 isogroup=6699 0.719342149201906
c009387 -2430.86822 -2431.320454 0.341586494495599 c009387 isogroup=3962 1
c009389 -966.811731 -966.811734 0.998045591909264 c009389 isogroup=568 1
c009392 -3978.510477 -3978.510477 1 c009392 isogroup=6700 1
c009393p -2982.817453 -2982.817453 1 c009393p isogroup=11315 1
c009395 -4292.716289 -4292.716289 1 c009395 isogroup=6705 1
c009396 -2493.047691 -2493.382108 0.413458423253034 c009396 isogroup=6806 1
c009397 -4095.758715 -4096.382173 0.264142323028842 c009397 isogroup=6703 1
c009399 -5715.43664 -5716.033737 0.274485206300385 c009399 isogroup=6704 1
c009402 -5487.862005 -5487.862005 1 c009402 isogroup=6707 1
c009403 -1717.203529 -1715.591306 1 c009403 isogroup=6709 1
c009404m -689.652754 -689.652754 1 c009404m isogroup=33751 1
c009408 -5677.700443 -5677.700443 1 c009408 isogroup=6713 1
c009413 -2637.358437 -2638.675629 0.104572612973662 c009413 isogroup=4703 0.769179842016042
c009416 -4653.902616 -4653.902616 1 c009416 isogroup=6715 1
c009418 -3785.828353 -3785.828353 1 c009418 isogroup=3172 1
c009420 -6345.367934 -6345.864836 0.318814417591927 c009420 isogroup=6717 1
c009422 -6356.450965 -6356.450965 1 c009422 isogroup=6719 1
c009423 -1551.881504 -1551.881504 1 c009423 isogroup=6725 1
c009426 -2824.662314 -2825.297786 0.259589660835604 c009426 isogroup=6724 1
c009430m -3785.407246 -3786.307321 0.179694361668516 c009430m isogroup=21278 0.953403814009453
c009430p -3572.132955 -3572.21601 0.683592370074044 c009430p isogroup=23533 1
c009431 -3831.620989 -3831.664904 0.76695420256301 c009431 isogroup=6731 1
c009432 -2611.693092 -2611.693092 1 c009432 isogroup=6314 1
c009433 -4230.085303 -4230.085303 1 c009433 isogroup=6730 1
c009440 -5556.768196 -5556.768196 1 c009440 isogroup=6736 1
c009441 -3375.176532 -3375.176532 1 c009441 isogroup=6732 1
c009445 -3939.339403 -3941.564446 0.0348994891857361 c009445 isogroup=6845 0.497160406971838
c009446 -2872.410648 -2872.410648 1 c009446 isogroup=6740 1
c009452 -5512.276067 -5513.480932 0.12058316218013 c009452 isogroup=6746 0.819120144677328
c009455 -5049.501284 -5050.601449 0.137981195791266 c009455 isogroup=6743 0.860054435070405
c009456 -4554.658518 -4554.658518 1 c009456 isogroup=6744 1
c009458 -5666.526021 -5666.765716 0.488698751533787 c009458 isogroup=6885 1
c009461 -2485.346166 -2485.346166 1 c009461 isogroup=6748 1
c009462 -2230.686565 -2230.686565 1 c009462 isogroup=6753 1
c009467 -3544.748966 -3545.463111 0.232043714207523 c009467 isogroup=6623 1
c009469 -1770.393332 -1770.393332 1 c009469 isogroup=6759 1
c009471 -6047.240478 -6050.869391 0.00705926956344156 c009471 isogroup=6756 0.261787746748753
c009474 -5470.83671 -5470.83671 1 c009474 isogroup=6927 1
c009477 -3530.882438 -3530.882438 1 c009477 isogroup=6922 1
c009484 -2299.684046 -2299.684048 0.998404231853545 c009484 isogroup=6765 1
c009486 -711.438902 -711.565166 0.615300633241967 c009486 isogroup=6947 1
c009487 -3584.214885 -3586.417982 0.0358086492827497 c009487 isogroup=6766 0.502739705488486
c009488 -2498.885938 -2499.145712 0.471034556018168 c009488 isogroup=6770 1
c009490 -7611.820795 -7611.820794 1 c009490 isogroup=6767 1
c009493 -2328.14995 -2328.14995 1 c009493 isogroup=5664 1
c009494 -5470.076953 -5470.076953 1 c009494 isogroup=6774 1
c009497 -2265.574657 -2265.746428 0.557791812848197 c009497 isogroup=6918 1
c009499 -4992.981207 -4992.981207 1 c009499 isogroup=6778 1
c009502 -1891.964957 -1891.964957 1 c009502 isogroup=6634.1 1
c009504 -2509.929545 -2509.929545 1 c009504 isogroup=6771 1
c009506 -4555.579279 -4555.579279 1 c009506 isogroup=6786 1
c009508 -5398.852322 -5399.605996 0.219544204430185 c009508 isogroup=6781 1
c009515 -3835.833241 -3835.87131 0.782600947453084 c009515 isogroup=6782 1
c009517 -2335.494689 -2335.619825 0.61688361899843 c009517 isogroup=6783 1
c009519 -4250.578522 -4250.578522 1 c009519 isogroup=6792 1
c009521 -1654.740342 -1654.740342 1 c009521 isogroup=6793 1
c009522 -2194.866575 -2200.204781 0.0010851032784597 c009522 isogroup=6796 0.11077807373152
c009523 -1860.865434 -1860.866273 0.967325075283097 c009523 isogroup=6794 1
c009524 -4563.010624 -4566.09653 0.0129801594449299 c009524 isogroup=6111 0.329791717663696
c009528 -5016.783869 -5016.783869 1 c009528 isogroup=6943 1
c009529 -2984.669887 -2984.669887 1 c009529 isogroup=6803 1
c009530 -3339.141203 -3340.22159 0.141573361780647 c009530 isogroup=6800 0.870582655868966
c009531 -2927.224784 -2928.177314 0.167513035912401 c009531 isogroup=6802 0.927127967510214
c009536 -3161.201249 -3161.60558 0.368516126684168 c009536 isogroup=6805 1
c009537 -3809.658513 -3809.658513 1 c009537 isogroup=6809 1
c009541 -6138.10578 -6140.364644 0.033545350349404 c009541 isogroup=6815 0.490105680567181
c009544 -2777.38879 -2777.38879 1 c009544 isogroup=6814 1
c009550 -2719.386717 -2719.386717 1 c009550 isogroup=6821 1
c009552 -3390.40695 -3390.40695 1 c009552 isogroup=6820 1
c009554 -7005.156681 -7005.156825 0.986460099930268 c009554 isogroup=6816 1
c009555 -3409.364989 -3409.364989 1 c009555 isogroup=6822 1
c009559 -3253.665612 -3253.665612 1 c009559 isogroup=6825 1
c009568 -3722.84825 -3722.84825 1 c009568 isogroup=4495 1
c009570 -2975.047851 -2975.047851 1 c009570 isogroup=6834 1
c009571 -3559.692696 -3559.692696 1 c009571 isogroup=6832 1
c009574 -3445.707922 -3446.262944 0.292072384112647 c009574 isogroup=6835 1
c009575 -3922.055795 -3922.056606 0.967874633217016 c009575 isogroup=6833 1
c009579 -2559.734831 -2559.91181 0.551881108433349 c009579 isogroup=6026 1
c009580 -8531.617096 -8532.750451 0.132180241309108 c009580 isogroup=6954 0.849820431672646
c009584 -4874.121039 -4874.121039 1 c009584 isogroup=6836 1
c009585 -6167.508882 -6169.995544 0.0257411323701817 c009585 isogroup=7094 0.445856699992931
c009587m -2497.796511 -2497.79651 1 c009587m isogroup=13993 1
c009587p -1391.246 -1391.295756 0.752416040824625 c009587p isogroup=23761 1
c009589 -2145.309854 -2145.309854 1 c009589 isogroup=6841 1
c009591 -2451.570428 -2451.987101 0.361306779273101 c009591 isogroup=6843 1
c009593 -1946.953545 -1946.953545 1 c009593 isogroup=6849 1
c009596 -4232.97408 -4234.200012 0.117385399234489 c009596 isogroup=6848 0.812793178441129
c009598 -4695.922644 -4700.580798 0.00227123182525106 c009598 isogroup=6969 0.163131622917158
c009599 -5417.728848 -5418.724263 0.158254122613825 c009599 isogroup=6750 0.908567967225597
c009601 -4990.630397 -4990.630397 1 c009601 isogroup=5451 1
c009602 -3964.75119 -3964.758553 0.903413239073948 c009602 isogroup=6858 1
c009606 -2953.407646 -2953.407646 1 c009606 isogroup=6859 1
c009608 -4377.462142 -4377.575052 0.634640707666593 c009608 isogroup=6852 1
c009613 -4185.845822 -4185.905228 0.730326560021577 c009613 isogroup=6855 1
c009618 -3842.484123 -3844.480597 0.0456910562434623 c009618 isogroup=7001 0.568335258144688
c009619 -3452.101966 -3452.101966 1 c009619 isogroup=6864 1
c009620 -3710.61163 -3710.611598 1 c009620 isogroup=6863 1
c009623 -1784.044953 -1784.727054 0.242810563778493 c009623 isogroup=6860 1
c009624 -3099.146499 -3100.475997 0.102965708767305 c009624 isogroup=6862 0.766475876850551
c009625 -3685.229868 -3685.567434 0.411268059569117 c009625 isogroup=6871 1
c009627 -1573.2611 -1573.2611 1 c009627 isogroup=6873 1
c009629 -3296.930885 -3296.942174 0.880559667476212 c009629 isogroup=6031 1
c009632 -4857.049895 -4857.049895 1 c009632 isogroup=6868 1
c009633 -5564.297207 -5564.297207 1 c009633 isogroup=6875 1
c009634 -3763.235349 -3763.472057 0.491419832200447 c009634 isogroup=6872 1
c009636 -7903.549728 -7901.460791 1 c009636 isogroup=6757 1
c009640 -1129.634597 -1129.634597 1 c009640 isogroup=6880 1
c009641 -3538.855002 -3538.855002 1 c009641 isogroup=6484 1
c009642 -5968.410161 -5968.877107 0.333853629263127 c009642 isogroup=6887 1
c009643 -1872.043484 -1872.043484 1 c009643 isogroup=6886 1
c009647 -3312.226334 -3312.226334 1 c009647 isogroup=6883 1
c009650 -3994.234922 -3994.234922 1 c009650 isogroup=6888 1
c009651 -3167.017166 -3170.900619 0.00532121169145742 c009651 isogroup=6892 0.233564808901535
c009652 -1783.871573 -1784.957364 0.140581548065483 c009652 isogroup=6894 0.866174613185708
c009655 -3602.993848 -3602.993848 1 c009655 isogroup=6893 1
c009658 -4178.547327 -4178.547327 1 c009658 isogroup=6900 1
c009665 -5804.528938 -5804.523223 1 c009665 isogroup=6909 1
c009667 -2958.847151 -2958.847151 1 c009667 isogroup=6908 1
c009668 -4677.475604 -4677.684663 0.517877622574197 c009668 isogroup=6907 1
c009671 -3451.29547 -3451.299181 0.931346358168277 c009671 isogroup=6904 1
c009674 -4284.467411 -4284.509937 0.770564365909742 c009674 isogroup=6917 1
c009677p -4655.735979 -4658.298522 0.0235824020555296 c009677p isogroup=14710 0.430261426015529
c009678 -1173.674009 -1173.674009 1 c009678 isogroup=6915 1
c009679 -2687.583961 -2687.583981 0.994953768546527 c009679 isogroup=6912 1
c009680 -6021.649001 -6022.24479 0.275011485952678 c009680 isogroup=6916 1
c009682 -4170.465927 -4170.468397 0.94396671494701 c009682 isogroup=6926 1
c009684 -2378.330067 -2379.377543 0.14778635299312 c009684 isogroup=6925 0.882281425430526
c009688 -2126.529302 -2126.583402 0.742202790035825 c009688 isogroup=6928 1
c009689p -3344.557215 -3344.557215 1 c009689p isogroup=24998 1
c009691 -8852.492936 -8852.526997 0.79409102993138 c009691 isogroup=6930 1
c009693 -4928.839338 -4928.839338 1 c009693 isogroup=6929 1
c009700 -6507.590387 -6507.590387 1 c009700 isogroup=6935 1
c009702 -7372.245246 -7372.251661 0.909816825782791 c009702 isogroup=6946 1
c009705 -866.072384 -866.543361 0.331775828991352 c009705 isogroup=6945 1
c009706 -3942.560921 -3942.560921 1 c009706 isogroup=6941 1
c009708 -2735.257924 -2735.29747 0.778531695680812 c009708 isogroup=6949 1
c009709 -3709.463849 -3709.471434 0.901975209992903 c009709 isogroup=7188 1
c009711 -6631.030449 -6631.177742 0.587296590806691 c009711 isogroup=6948 1
c009712 -5202.14379 -5202.143857 0.99076402473129 c009712 isogroup=6950 1
c009713 -4304.037092 -4304.037092 1 c009713 isogroup=7076 1
c009715 -5491.014233 -5491.2942 0.454286836188755 c009715 isogroup=7060 1
c009719m -1650.912858 -1652.785176 0.0529772650278115 c009719m isogroup=23812 0.60476426600303
c009720p -1419.13574 -1419.13574 1 c009720p isogroup=31169 1
c009726 -4851.551408 -4851.551408 1 c009726 isogroup=6970 1
c009729 -2116.394847 -2116.4986 0.648729237970615 c009729 isogroup=6971 1
c009734 -5603.874639 -5603.710494 1 c009734 isogroup=6974 1
c009735 -1757.827861 -1757.827861 1 c009735 isogroup=6966 1
c009736 -3780.384963 -3781.565095 0.124461124748031 c009736 isogroup=3932 0.826334978853925
c009738 -3166.75404 -3166.817333 0.72199839018226 c009738 isogroup=6978 1
c009739 -4699.341824 -4699.341824 1 c009739 isogroup=6975 1
c009740p -3637.864477 -3637.864477 1 c009740p isogroup=16076 1
c009741 -4943.891068 -4943.891068 1 c009741 isogroup=6976 1
c009742 -6996.202552 -6996.202552 1 c009742 isogroup=6979 1
c009743 -4501.216167 -4501.217809 0.954301285464515 c009743 isogroup=6985 1
c009744 -2354.423025 -2354.423025 1 c009744 isogroup=6980 1
c009747 -4816.825474 -4816.954474 0.611497522868107 c009747 isogroup=6563 1
c009750 -2274.110626 -2274.110626 1 c009750 isogroup=6984 1
c009753 -6419.104715 -6419.104715 1 c009753 isogroup=7132 1
c009755 -3669.384828 -3670.840316 0.0879786182260311 c009755 isogroup=6988 0.728519912551615
c009757 -4601.628954 -4601.869512 0.487917248901673 c009757 isogroup=6987 1
c009758 -3119.320521 -3120.710635 0.0954345816437556 c009758 isogroup=6989 0.748822450773883
c009760 -4249.174753 -4249.212483 0.783546857026512 c009760 isogroup=6993 1
c009762 -4564.511179 -4566.560513 0.0429170121174643 c009762 isogroup=6994 0.547749463639534
c009766 -5934.13816 -5934.155613 0.851792768037846 c009766 isogroup=6997 1
c009769 -1674.834532 -1674.834532 1 c009769 isogroup=7005 1
c009771 -6280.257458 -6280.257458 1 c009771 isogroup=7006 1
c009772 -5845.212811 -5846.999419 0.0587184883909125 c009772 isogroup=7008 0.623112161024259
c009778 -2987.413413 -2987.747653 0.413582050618163 c009778 isogroup=7002 1
c009783 -3057.858927 -3058.876335 0.153732787339846 c009783 isogroup=7012 0.897663137446028
c009784 -2586.171419 -2586.938424 0.21551161150381 c009784 isogroup=7010 1
c009787 -6427.732438 -6429.336804 0.0732462267081467 c009787 isogroup=7018 0.685165750928392
c009790 -5292.41625 -5293.548898 0.132300931773397 c009790 isogroup=4903.1 0.849820431672646
c009791 -4299.129436 -4303.573996 0.00286874964584677 c009791 isogroup=7019 0.190096307177369
c009792 -4693.418887 -4693.241785 1 c009792 isogroup=7028 1
c009793 -4592.490174 -4592.490174 1 c009793 isogroup=7023 1
c009794 -657.946652 -661.979823 0.00450950631757831 c009794 isogroup=7030 0.226414644658706
c009795 -4654.998553 -4654.998553 1 c009795 isogroup=7025 1
c009796 -2670.541795 -2670.541797 0.998404232034963 c009796 isogroup=7029 1
c009798 -4829.906323 -4830.661679 0.219030473633369 c009798 isogroup=7031 1
c009800 -4242.406855 -4242.472991 0.716087885342354 c009800 isogroup=7021 1
c009803 -5735.098811 -5735.098811 1 c009803 isogroup=7026 1
c009805 -8453.467141 -8453.467141 1 c009805 isogroup=5237 1
c009806 -3335.198545 -3335.203864 0.917851318702465 c009806 isogroup=7035 1
c009813 -2919.20192 -2919.20192 1 c009813 isogroup=7034 1
c009815 -2571.458137 -2571.458137 1 c009815 isogroup=7039 1
c009818 -2262.889557 -2262.889557 1 c009818 isogroup=7041 1
c009820 -9062.96405 -9063.395762 0.352782280147694 c009820 isogroup=7040 1
c009821 -3081.024184 -3081.024184 1 c009821 isogroup=7043 1
c009822 -7648.23389 -7648.382943 0.585072232084562 c009822 isogroup=7045 1
c009823 -5226.725796 -5227.123141 0.372685729420931 c009823 isogroup=7047 1
c009826 -3617.858521 -3617.858521 1 c009826 isogroup=7042 1
c009827 -7053.800834 -7053.800834 1 c009827 isogroup=7147 1
c009831 -3090.709296 -3091.82531 0.13517631907066 c009831 isogroup=7274 0.855450383964725
c009832p -986.164709 -988.157191 0.0459080816951716 c009832p isogroup=33280 0.569470902283946
c009835 -5098.218403 -5104.54606 0.000374499691859565 c009835 isogroup=6444 0.0557461787694144
c009836 -6120.905703 -6121.75902 0.191422674839033 c009836 isogroup=7056 0.981578778468153
c009838 -3598.601584 -3598.601584 1 c009838 isogroup=7058 1
c009839 -6995.238371 -6995.238371 1 c009839 isogroup=7055 1
c009840 -3257.833403 -3258.459102 0.263285634759779 c009840 isogroup=7054 1
c009841p -2067.996025 -2067.995203 1 c009841p isogroup=22938 1
c009848 -3978.142845 -3978.142845 1 c009848 isogroup=7061 1
c009849 -5369.245016 -5369.766733 0.307024157134227 c009849 isogroup=7065 1
c009850 -3845.387496 -3845.387496 1 c009850 isogroup=7063 1
c009856 -4476.384286 -4476.384286 1 c009856 isogroup=7074 1
c009857 -623.368628 -623.368628 1 c009857 isogroup=7072 1
c009858 -5057.222547 -5057.222547 1 c009858 isogroup=7073 1
c009862 -4599.272084 -4599.500572 0.499040645057313 c009862 isogroup=7234 1
c009863 -6654.871219 -6654.871219 1 c009863 isogroup=7078 1
c009865 -3796.333006 -3796.333006 1 c009865 isogroup=7080 1
c009867 -8517.42114 -8517.42114 1 c009867 isogroup=7081 1
c009876 -5693.386864 -5693.96469 0.282369105964322 c009876 isogroup=7083 1
c009877 -7794.431078 -7794.688855 0.472744405723163 c009877 isogroup=7089 1
c009878 -3161.495593 -3165.095092 0.00729442978721867 c009878 isogroup=7086 0.265677618242989
c009879 -4904.407473 -4904.407473 1 c009879 isogroup=7092 1
c009880 -5005.151123 -5005.151123 1 c009880 isogroup=7090 1
c009885 -3343.237961 -3343.287596 0.752707427376887 c009885 isogroup=7093 1
c009892 -7088.63062 -7089.644443 0.154459686198114 c009892 isogroup=7100 0.899861280170637
c009893 -6549.107908 -6549.138405 0.80493172498905 c009893 isogroup=7099 1
c009898 -2672.177862 -2672.206332 0.811399449982475 c009898 isogroup=7208 1
c009901 -5002.747759 -5002.747759 1 c009901 isogroup=7102 1
c009907 -4950.198464 -4952.149999 0.0481979574974057 c009907 isogroup=7107 0.577464460063119
c009910 -3536.745328 -3537.463114 0.230857233297838 c009910 isogroup=7113 1
c009911 -6408.676113 -6408.676113 1 c009911 isogroup=7116 1
c009912 -4434.794892 -4434.794892 1 c009912 isogroup=7114 1
c009913 -1709.337241 -1710.378755 0.148944455866192 c009913 isogroup=7117 0.883261262241142
c009914 -1908.605049 -1908.61318 0.898526828915301 c009914 isogroup=7115 1
c009919 -3091.755165 -3091.755166 0.998871621274596 c009919 isogroup=7125 1
c009920 -819.883104 -819.883695 0.972573950817688 c009920 isogroup=7123 1
c009924 -2874.6453 -2874.745776 0.653953513928696 c009924 isogroup=6337 1
c009925 -2147.859414 -2148.424946 0.287548499540245 c009925 isogroup=7120 1
