contig	total	optimal	suboptimal	ambiguous	fop
c019926	381	40	332	9	0.10498687664
c019920	339	49	290	0	0.144542772861
c019922	175	16	153	6	0.0914285714286
c004945	460	69	391	0	0.15
c004944	208	33	175	0	0.158653846154
c004947	715	90	625	0	0.125874125874
c015301	404	57	347	0	0.141089108911
c004941	548	65	483	0	0.118613138686
c031549	149	18	131	0	0.120805369128
c032117	157	20	137	0	0.127388535032
c015586	220	30	190	0	0.136363636364
c000603p	1103	140	963	0	0.126926563917
c032115	175	26	149	0	0.148571428571
c015589	547	71	476	0	0.129798903108
c011697	560	68	492	0	0.121428571429
c011695	485	96	389	0	0.19793814433
c036045	47	9	38	0	0.191489361702
c036047	79	8	71	0	0.101265822785
c011699	336	40	296	0	0.119047619048
c023818	238	41	197	0	0.172268907563
c007353	238	36	202	0	0.151260504202
c023811	161	14	147	0	0.0869565217391
c023813	27	5	22	0	0.185185185185
c029855	163	18	145	0	0.110429447853
c029859	232	18	214	0	0.0775862068966
c014189	364	40	324	0	0.10989010989
c014181	348	37	309	2	0.10632183908
c014183	275	40	210	25	0.145454545455
c014187	464	68	396	0	0.146551724138
c040148	90	12	78	0	0.133333333333
c002493m	339	57	282	0	0.16814159292
c038680	138	10	128	0	0.0724637681159
c001205p	486	63	417	6	0.12962962963
c038686	53	10	43	0	0.188679245283
c007354	550	51	499	0	0.0927272727273
c001205m	629	72	557	0	0.114467408585
c014637	122	8	114	0	0.0655737704918
c014635	136	23	113	0	0.169117647059
c014633	256	34	222	0	0.1328125
c014631	569	65	477	27	0.114235500879
c014638	310	41	269	0	0.132258064516
c010526	468	42	426	0	0.0897435897436
c010524	499	77	422	0	0.154308617234
c010522	293	33	260	0	0.112627986348
c010520	214	18	196	0	0.0841121495327
c010528	142	13	129	0	0.0915492957746
c002262	683	77	606	0	0.112737920937
c002260	511	65	446	0	0.127201565558
c002267	1252	138	1114	0	0.110223642173
c042954	133	13	120	0	0.0977443609023
c002268	561	64	289	208	0.114081996435
c013239	364	43	321	0	0.118131868132
c013233	168	21	136	11	0.125
c030054	244	34	175	35	0.139344262295
c035023	154	15	139	0	0.0974025974026
c030498	151	21	130	0	0.139072847682
c013182	350	56	289	5	0.16
c013184	281	33	248	0	0.11743772242
c013186	174	28	146	0	0.16091954023
c013188	546	36	281	229	0.0659340659341
c001406	455	54	401	0	0.118681318681
c001404	302	47	255	0	0.155629139073
c001400	382	60	322	0	0.157068062827
c001408	1014	149	865	0	0.146942800789
c003138	847	138	709	0	0.16292798111
c003137	236	28	178	30	0.118644067797
c003131	425	45	380	0	0.105882352941
c003133	925	95	830	0	0.102702702703
c007808	528	61	332	135	0.11553030303
c007805	457	70	387	0	0.153172866521
c007807	491	55	433	3	0.112016293279
c007801	276	28	245	3	0.101449275362
c012588	251	24	227	0	0.0956175298805
c012582	216	26	190	0	0.12037037037
c012580	384	50	334	0	0.130208333333
c012586	365	53	312	0	0.145205479452
c013246	266	30	236	0	0.112781954887
c026503	158	16	142	0	0.101265822785
c036827	71	11	53	7	0.154929577465
c029339	88	8	80	0	0.0909090909091
c013247	182	22	160	0	0.120879120879
c029085	95	11	84	0	0.115789473684
c029087	165	14	151	0	0.0848484848485
c029081	221	24	197	0	0.108597285068
c029083	72	3	69	0	0.0416666666667
c033376	200	30	170	0	0.15
c033370	119	16	103	0	0.134453781513
c039888	82	7	75	0	0.0853658536585
c008149	423	45	378	0	0.106382978723
c008141	441	56	385	0	0.126984126984
c008143	765	109	656	0	0.142483660131
c008147	716	94	593	29	0.131284916201
c000378	2452	345	2107	0	0.140701468189
c000373	2225	274	1951	0	0.123146067416
c000371	2153	290	1863	0	0.13469577334
c000374	2526	331	2193	2	0.131037212985
c002725	1155	144	991	20	0.124675324675
c002723	565	74	485	6	0.130973451327
c002721	692	74	426	192	0.106936416185
c002728	1335	155	1178	2	0.116104868914
c052389	42	4	38	0	0.0952380952381
c052383	105	10	95	0	0.0952380952381
c018372	465	63	396	6	0.135483870968
c003711p	224	32	192	0	0.142857142857
c018376	393	61	332	0	0.155216284987
c018374	232	35	197	0	0.150862068966
c018379	257	20	237	0	0.0778210116732
c033998	196	25	171	0	0.127551020408
c006944m	455	63	389	3	0.138461538462
c033993	47	9	38	0	0.191489361702
c000860p	1152	152	840	160	0.131944444444
c033997	188	31	147	10	0.164893617021
c029671	131	25	106	0	0.190839694656
c032026	107	13	94	0	0.121495327103
c032021	130	15	115	0	0.115384615385
c032029	40	4	36	0	0.1
c028848	44	3	41	0	0.0681818181818
c028842	48	6	42	0	0.125
c028841	141	17	124	0	0.120567375887
c028847	268	34	234	0	0.126865671642
c028845	158	22	136	0	0.139240506329
c029679	268	46	222	0	0.171641791045
c004442	261	25	236	0	0.095785440613
c004444	718	93	625	0	0.129526462396
c004446	852	110	742	0	0.129107981221
c004448	657	64	393	200	0.0974124809741
c003498	898	106	787	5	0.118040089087
c005393	641	39	276	326	0.0608424336973
c005391	158	17	141	0	0.107594936709
c009634	480	37	443	0	0.0770833333333
c005395	557	67	490	0	0.120287253142
c005398	335	40	273	22	0.119402985075
c003944	679	82	597	0	0.120765832106
c003940	842	92	748	2	0.109263657957
c006863	559	57	502	0	0.101967799642
c009585	580	88	492	0	0.151724137931
c031048	107	20	87	0	0.18691588785
c031044	48	6	42	0	0.125
c031046	183	30	153	0	0.16393442623
c031040	199	13	186	0	0.0653266331658
c023017	142	10	132	0	0.0704225352113
c030718	202	22	180	0	0.108910891089
c030712	179	14	165	0	0.0782122905028
c017174	396	75	318	3	0.189393939394
c017176	206	20	186	0	0.0970873786408
c026337	313	37	276	0	0.11821086262
c026334	150	25	125	0	0.166666666667
c051712	102	11	91	0	0.107843137255
c038285	127	18	109	0	0.141732283465
c001256	1229	151	1078	0	0.122864117168
c036492	96	13	83	0	0.135416666667
c020928	206	26	180	0	0.126213592233
c020925	44	9	33	2	0.204545454545
c020927	301	45	256	0	0.14950166113
c020921	170	15	112	43	0.0882352941176
c038280	161	16	145	0	0.0993788819876
c001257	1474	175	1299	0	0.118724559023
c025318	48	5	43	0	0.104166666667
c025313	336	45	284	7	0.133928571429
c025317	127	19	103	5	0.149606299213
c004476p	505	75	430	0	0.148514851485
c004476m	230	27	203	0	0.117391304348
c034567	116	9	107	0	0.0775862068966
c004161p	342	45	297	0	0.131578947368
c022785	365	45	290	30	0.123287671233
c022781	220	36	184	0	0.163636363636
c011051	369	59	310	0	0.159891598916
c011053	387	42	345	0	0.108527131783
c011055	211	21	184	6	0.0995260663507
c011057	211	17	194	0	0.0805687203791
c026669	136	18	118	0	0.132352941176
c026665	146	17	129	0	0.116438356164
c026667	222	17	205	0	0.0765765765766
c005484p	162	20	142	0	0.123456790123
c009704	563	57	449	57	0.101243339254
c023780	201	23	178	0	0.114427860697
c023784	113	19	94	0	0.16814159292
c023787	219	36	183	0	0.164383561644
c023789	77	8	69	0	0.103896103896
c033034	79	6	73	0	0.0759493670886
c009703	753	100	653	0	0.132802124834
c027008	288	54	234	0	0.1875
c027000	237	18	219	0	0.0759493670886
c027006	309	48	255	6	0.155339805825
c027004	305	32	273	0	0.104918032787
c010321	129	11	118	0	0.0852713178295
c010323	195	36	159	0	0.184615384615
c010326	266	28	238	0	0.105263157895
c010328	394	37	357	0	0.0939086294416
c051383	26	3	23	0	0.115384615385
c016878	310	35	275	0	0.112903225806
c016876	293	44	249	0	0.150170648464
c016874	202	25	177	0	0.123762376238
c016872	239	43	193	3	0.179916317992
c016871	140	15	123	2	0.107142857143
c026949	291	35	256	0	0.120274914089
c026948	215	22	193	0	0.102325581395
c010099	47	5	42	0	0.106382978723
c010097	146	19	127	0	0.130136986301
c010093	483	54	429	0	0.111801242236
c010091	515	70	445	0	0.135922330097
c001516	717	89	628	0	0.124128312413
c050564	105	8	97	0	0.0761904761905
c014531	124	13	111	0	0.104838709677
c014533	447	60	387	0	0.134228187919
c014534	236	34	202	0	0.14406779661
c014539	503	62	440	1	0.123260437376
c001511	1352	212	1127	13	0.156804733728
c022135	373	58	261	54	0.155495978552
c028544	124	13	111	0	0.104838709677
c013966	225	23	202	0	0.102222222222
c013964	242	37	205	0	0.152892561983
c013962	165	24	141	0	0.145454545455
c013960	237	29	208	0	0.122362869198
c013969	270	33	237	0	0.122222222222
c043595	35	4	31	0	0.114285714286
c043599	81	7	74	0	0.0864197530864
c017040	330	49	281	0	0.148484848485
c017044	199	25	137	37	0.125628140704
c013091	477	61	413	3	0.127882599581
c016777	255	36	219	0	0.141176470588
c023928	175	23	149	3	0.131428571429
c021373	50	3	47	0	0.06
c021370	147	19	115	13	0.12925170068
c021376	228	30	198	0	0.131578947368
c021379	199	37	144	18	0.185929648241
c000368	632	56	576	0	0.0886075949367
c019221	195	24	171	0	0.123076923077
c019227	135	14	121	0	0.103703703704
c019228	150	23	127	0	0.153333333333
c041539	100	14	86	0	0.14
c041536	89	14	65	10	0.157303370787
c004127p	255	26	229	0	0.101960784314
c042348	62	2	60	0	0.0322580645161
c016020	243	31	212	0	0.127572016461
c016024	150	11	116	23	0.0733333333333
c016026	138	21	110	7	0.152173913043
c052633	68	11	57	0	0.161764705882
c041685	147	21	126	0	0.142857142857
c001122m	198	33	165	0	0.166666666667
c022138	233	41	192	0	0.175965665236
c019884	140	22	118	0	0.157142857143
c019882	126	16	110	0	0.126984126984
c019880	182	17	165	0	0.0934065934066
c037526	95	13	82	0	0.136842105263
c037520	122	15	107	0	0.122950819672
c018174	193	21	168	4	0.108808290155
c018176	203	18	185	0	0.0886699507389
c018170	336	51	284	1	0.151785714286
c039057	141	13	128	0	0.0921985815603
c039054	112	19	93	0	0.169642857143
c017802	423	60	354	9	0.141843971631
c015420	389	47	342	0	0.120822622108
c015422	306	45	261	0	0.147058823529
c015426	313	40	273	0	0.127795527157
c011558	369	48	297	24	0.130081300813
c011553	185	22	163	0	0.118918918919
c011556	158	22	136	0	0.139240506329
c013720	232	29	189	14	0.125
c013723	418	52	366	0	0.124401913876
c005585m	278	29	223	26	0.104316546763
c014432	244	33	211	0	0.135245901639
c029955	99	5	94	0	0.0505050505051
c029952	278	39	237	2	0.140287769784
c025916	299	26	218	55	0.0869565217391
c022668	75	16	59	0	0.213333333333
c025915	281	25	158	98	0.0889679715302
c028245	57	8	49	0	0.140350877193
c005747	476	59	276	141	0.123949579832
c031606	159	11	148	0	0.0691823899371
c031604	52	7	45	0	0.134615384615
c005740	753	86	646	21	0.114209827357
c031600	118	17	101	0	0.14406779661
c025912	75	4	71	0	0.0533333333333
c035384	117	16	101	0	0.136752136752
c018827	222	10	127	85	0.045045045045
c018825	278	30	248	0	0.107913669065
c018823	319	43	213	63	0.134796238245
c018821	249	24	225	0	0.0963855421687
c007527p	175	20	155	0	0.114285714286
c002147	1080	128	857	95	0.118518518519
c002145	830	101	729	0	0.121686746988
c002143	817	135	682	0	0.165238678091
c002141	1030	171	859	0	0.166019417476
c002149	753	122	631	0	0.162018592297
c010585	269	31	238	0	0.115241635688
c002675p	454	53	401	0	0.116740088106
c001615	570	86	484	0	0.150877192982
c001613	1285	91	459	735	0.0708171206226
c002494	985	126	859	0	0.127918781726
c002496	956	163	793	0	0.17050209205
c002490	681	80	567	34	0.117474302496
c001619	838	127	695	16	0.151551312649
c028785	60	6	53	1	0.1
c028787	246	28	216	2	0.113821138211
c008446	182	23	159	0	0.126373626374
c029753	259	26	233	0	0.100386100386
c000839m	901	129	772	0	0.143174250832
c013791	384	41	340	3	0.106770833333
c013793	242	19	223	0	0.0785123966942
c034767	95	10	85	0	0.105263157895
c032726	201	31	170	0	0.154228855721
c032722	56	10	46	0	0.178571428571
c003764	345	55	290	0	0.159420289855
c003766	629	81	548	0	0.128775834658
c003762	683	85	598	0	0.124450951684
c034894	199	16	183	0	0.0804020100503
c007618	532	77	400	55	0.144736842105
c034893	128	24	104	0	0.1875
c007617	613	72	415	126	0.117455138662
c007611	412	58	354	0	0.140776699029
c007613	532	76	456	0	0.142857142857
c019742	106	12	94	0	0.11320754717
c039935	159	17	142	0	0.106918238994
c019748	376	58	318	0	0.154255319149
c032496	165	30	135	0	0.181818181818
c032498	236	30	205	1	0.127118644068
c012033	164	20	144	0	0.121951219512
c012042	312	32	280	0	0.102564102564
c012040	561	69	436	56	0.122994652406
c012046	288	35	253	0	0.121527777778
c012049	522	64	458	0	0.122605363985
c039938	52	7	45	0	0.134615384615
c009220	471	81	390	0	0.171974522293
c000239	2657	320	2303	34	0.120436582612
c000236	2706	343	2363	0	0.126755358463
c000233	2745	316	2429	0	0.115118397086
c000231	1942	281	1439	222	0.144696189495
c000843m	1847	260	947	640	0.140768814293
c007444	255	16	239	0	0.0627450980392
c035087	25	3	22	0	0.12
c009110	287	26	161	100	0.0905923344948
c009115	376	51	325	0	0.135638297872
c009117	557	70	487	0	0.125673249551
c009119	472	55	416	1	0.116525423729
c002975	1181	137	1043	1	0.11600338696
c002973	907	103	804	0	0.113561190739
c002971	873	117	756	0	0.134020618557
c049716	22	3	19	0	0.136363636364
c049710	52	8	44	0	0.153846153846
c009224	723	103	446	174	0.142461964039
c005729	620	84	536	0	0.135483870968
c005727	754	107	647	0	0.141909814324
c005725	609	70	459	80	0.114942528736
c005723	494	40	382	72	0.080971659919
c005721	360	50	310	0	0.138888888889
c020222	281	22	259	0	0.0782918149466
c020226	128	21	107	0	0.1640625
c020224	205	23	182	0	0.112195121951
c020228	146	16	130	0	0.109589041096
c009229	487	73	414	0	0.149897330595
c009802	528	78	434	16	0.147727272727
c009800	543	70	464	9	0.128913443831
c009806	243	32	211	0	0.131687242798
c009804	344	32	312	0	0.093023255814
c009809	361	42	319	0	0.116343490305
c018041	429	31	273	125	0.0722610722611
c018040	214	21	193	0	0.0981308411215
c018043	292	38	225	29	0.130136986301
c018045	176	22	154	0	0.125
c007255	584	59	525	0	0.10102739726
c011934	401	56	345	0	0.139650872818
c020884	347	56	290	1	0.161383285303
c020882	221	29	185	7	0.131221719457
c007257	706	96	610	0	0.13597733711
c018048	174	22	151	1	0.126436781609
c011933	128	16	109	3	0.125
c009233p	263	31	232	0	0.117870722433
c021177	182	20	162	0	0.10989010989
c021171	361	41	320	0	0.113573407202
c021173	100	12	88	0	0.12
c003532m	260	39	221	0	0.15
c050965	86	9	74	3	0.104651162791
c050969	94	10	83	1	0.106382978723
c001142m	275	40	235	0	0.145454545455
c001142p	298	43	255	0	0.144295302013
c012372	625	81	543	1	0.1296
c024271	239	30	209	0	0.125523012552
c024273	129	14	113	2	0.108527131783
c021816	290	26	264	0	0.0896551724138
c001460	1223	140	1083	0	0.11447260834
c001462	1479	203	1246	30	0.137254901961
c016229	215	30	185	0	0.139534883721
c016222	299	39	259	1	0.130434782609
c016227	238	38	200	0	0.159663865546
c016225	190	29	161	0	0.152631578947
c044031	107	9	98	0	0.0841121495327
c014315	282	32	250	0	0.113475177305
c014316	368	43	325	0	0.116847826087
c014318	395	40	355	0	0.101265822785
c021826	39	6	30	3	0.153846153846
c021824	378	33	317	28	0.0873015873016
c021820	100	16	84	0	0.16
c050259	73	11	62	0	0.150684931507
c022336	339	36	303	0	0.106194690265
c023467	189	29	160	0	0.153439153439
c023461	205	20	185	0	0.0975609756098
c023463	358	42	316	0	0.117318435754
c001179m	71	12	59	0	0.169014084507
c016729	441	46	377	18	0.104308390023
c009427	196	22	174	0	0.112244897959
c004008	766	94	672	0	0.1227154047
c011793	359	27	332	0	0.075208913649
c011795	137	10	127	0	0.0729927007299
c009426	275	45	230	0	0.163636363636
c017664	194	23	168	3	0.118556701031
c017666	387	41	342	4	0.105943152455
c017668	349	49	300	0	0.140401146132
c010111	473	52	321	100	0.109936575053
c010117	397	40	357	0	0.100755667506
c051590	108	16	92	0	0.148148148148
c010119	172	22	150	0	0.127906976744
c031334	104	18	86	0	0.173076923077
c009423	175	21	154	0	0.12
c012522	328	37	291	0	0.112804878049
c015890	498	40	409	49	0.0803212851406
c015892	179	26	153	0	0.145251396648
c015894	173	30	143	0	0.173410404624
c015896	55	7	48	0	0.127272727273
c015898	512	63	440	9	0.123046875
c027219	233	22	211	0	0.0944206008584
c027213	56	5	51	0	0.0892857142857
c027211	184	16	152	16	0.0869565217391
c004336m	214	34	180	0	0.158878504673
c042525	26	2	24	0	0.0769230769231
c042527	130	19	111	0	0.146153846154
c038560	77	10	67	0	0.12987012987
c041831	75	18	57	0	0.24
c053995	101	11	90	0	0.108910891089
c038563	118	13	105	0	0.110169491525
c040435	48	5	43	0	0.104166666667
c004677m	394	57	337	0	0.144670050761
c047685	78	8	65	5	0.102564102564
c021115	202	33	169	0	0.163366336634
c047683	42	4	38	0	0.0952380952381
c013551	314	34	270	10	0.108280254777
c053444	47	9	38	0	0.191489361702
c020746	341	32	309	0	0.0938416422287
c020742	165	15	150	0	0.0909090909091
c005638p	347	57	290	0	0.164265129683
c007442	615	63	529	23	0.10243902439
c052119	104	10	94	0	0.0961538461538
c001763m	677	94	583	0	0.138847858198
c007458	512	60	392	60	0.1171875
c007456	229	22	207	0	0.0960698689956
c007454	487	67	420	0	0.137577002053
c007452	440	73	364	3	0.165909090909
c007450	624	97	527	0	0.155448717949
c004343	538	68	470	0	0.126394052045
c001925	294	30	264	0	0.102040816327
c001922	797	181	540	76	0.227101631117
c047682	97	13	84	0	0.134020618557
c004342	508	58	450	0	0.114173228346
c007185	614	35	331	248	0.057003257329
c007180	229	24	205	0	0.10480349345
c007182	426	53	373	0	0.12441314554
c012205	311	22	289	0	0.0707395498392
c007188	683	98	585	0	0.143484626647
c012203	404	49	355	0	0.121287128713
c009188	687	78	599	10	0.113537117904
c009189	219	26	193	0	0.118721461187
c047009	121	16	93	12	0.132231404959
c010274m	132	10	122	0	0.0757575757576
c040054	66	6	60	0	0.0909090909091
c026469	71	6	65	0	0.0845070422535
c018953	86	12	74	0	0.139534883721
c012690	287	22	265	0	0.0766550522648
c012691	577	77	500	0	0.133448873484
c038938	164	12	149	3	0.0731707317073
c012694	382	49	324	9	0.128272251309
c008734p	299	43	256	0	0.14381270903
c048608	38	5	33	0	0.131578947368
c044579	118	16	102	0	0.135593220339
c011195	686	93	593	0	0.13556851312
c036281	150	14	136	0	0.0933333333333
c036287	105	8	97	0	0.0761904761905
c036284	57	10	47	0	0.175438596491
c019306	127	15	112	0	0.11811023622
c019300	242	33	209	0	0.136363636364
c017782	239	42	197	0	0.175732217573
c004881p	434	58	376	0	0.133640552995
c041091	102	14	82	6	0.137254901961
c041093	145	13	132	0	0.0896551724138
c004881m	162	42	120	0	0.259259259259
c041097	87	15	72	0	0.172413793103
c039395	119	22	95	2	0.18487394958
c039393	147	21	124	2	0.142857142857
c035884	119	11	108	0	0.0924369747899
c037778	131	16	111	4	0.12213740458
c036428	124	20	104	0	0.161290322581
c031436	108	5	103	0	0.0462962962963
c039643	33	2	31	0	0.0606060606061
c035739	69	6	63	0	0.0869565217391
c035731	108	14	94	0	0.12962962963
c000849	1216	173	1043	0	0.142269736842
c000841	323	20	303	0	0.061919504644
c000845	400	64	336	0	0.16
c000847	992	142	830	20	0.14314516129
c007253	602	83	519	0	0.137873754153
c029748	284	34	249	1	0.119718309859
c011255	176	18	158	0	0.102272727273
c000247p	936	121	803	12	0.129273504274
c030349	216	31	185	0	0.143518518519
c012601	105	17	88	0	0.161904761905
c030341	136	10	126	0	0.0735294117647
c030345	263	29	234	0	0.110266159696
c038110	64	10	54	0	0.15625
c024472	310	38	272	0	0.122580645161
c024476	199	30	169	0	0.150753768844
c012600	589	55	420	114	0.0933786078098
c026830	73	10	63	0	0.13698630137
c026836	221	33	188	0	0.149321266968
c026838	245	32	213	0	0.130612244898
c002354	907	117	726	64	0.128996692393
c002352	509	56	453	0	0.110019646365
c002351	700	97	603	0	0.138571428571
c002358	342	33	309	0	0.0964912280702
c006440	258	38	220	0	0.147286821705
c006448	814	89	725	0	0.109336609337
c033642	194	18	176	0	0.0927835051546
c016207	313	43	270	0	0.137380191693
c028198	195	27	168	0	0.138461538462
c028192	194	19	175	0	0.0979381443299
c013619	123	8	115	0	0.0650406504065
c028196	100	10	90	0	0.1
c023665	311	32	279	0	0.102893890675
c026293	309	17	292	0	0.0550161812298
c012607	191	30	161	0	0.157068062827
c023668	36	3	33	0	0.0833333333333
c034910	162	19	141	2	0.117283950617
c034914	53	5	45	3	0.0943396226415
c026162	101	9	92	0	0.0891089108911
c013263	614	55	549	10	0.0895765472313
c032517	112	15	97	0	0.133928571429
c032513	72	4	68	0	0.0555555555556
c013266	176	28	148	0	0.159090909091
c003754m	292	31	261	0	0.106164383562
c032518	102	12	90	0	0.117647058824
