contig	Nc
c004785	53.11
c004781	48.30
c027774	59.99
c050659	53.40
c004788	46.27
c031962	61.00
c003317m	44.01
c007441	55.69
c021730	51.89
c021735	58.02
c027889	31.00
c027880	34.15
c009208	50.50
c009205	57.11
c009207	55.10
c002783p	55.76
c021480	52.28
c021484	61.00
c014828	50.74
c014827	55.63
c014825	56.04
c035806	61.00
c005034	56.51
c005031	58.22
c020287	52.67
c017573	58.38
c042700	38.21
c005084m	54.44
c005084p	44.00
c008922	49.53
c015347	46.17
c003815m	43.64
c004291	54.82
c004290	50.36
c001729p	48.42
c008920	45.00
c014291p	43.13
c047541	47.79
c007826	58.43
c015067	46.52
c001729m	50.26
c043477	60.86
c043479	26.86
c012873	56.59
c012871	53.94
c016005	56.54
c012875	54.65
c016712	58.95
c016710	47.48
c016714	55.37
c016719	50.82
c043179	40.43
c007193	53.40
c036746	52.28
c036744	55.06
c044098	57.29
c012232	49.62
c045947	61.00
c045945	47.50
c012236	57.50
c012237	50.26
c014008	51.55
c014005	49.17
c014007	59.81
c010719	54.27
c010711	54.19
c010713	55.51
c010714	60.10
c010716	47.42
c033288	56.00
c035211	50.32
c016068m	57.96
c014207	61.00
c037909	49.89
c037904	53.97
c014206	56.36
c050116	43.97
c017579	54.49
c001259	54.39
c001255	57.06
c045055	61.00
c003324	52.08
c003326	57.83
c003320	58.96
c003323	57.92
c003328	57.66
c001784	58.53
c000070	56.79
c001780	57.34
c001782	56.09
c001789	55.07
c015832	53.42
c015830	54.63
c015836	56.31
c015834	61.00
c031325	59.70
c015838	40.72
c003090	56.38
c003096	58.00
c003094	50.96
c007782	55.49
c012409	51.43
c007786	49.73
c007784	55.33
c012401	58.22
c012407	57.17
c012405	50.93
c006789	51.14
c006781	53.70
c006783	55.68
c006785	56.33
c006787	51.99
c029256	51.37
c038375	46.58
c038377	42.13
c038371	61.00
c038373	61.00
c007788	57.56
c007789	59.11
c008605	52.41
c007166	53.82
c007164	48.57
c007162	51.37
c008318	42.77
c007169	55.97
c007629	49.15
c019652	51.06
c019650	60.41
c019656	53.79
c013868	59.15
c013863	61.00
c013861	56.49
c013867	51.00
c013865	53.39
c024020	53.87
c037496	52.39
c037490	45.13
c052205	55.17
c037138	47.06
c037130	54.34
c048515	61.00
c040744	48.84
c004548	51.93
c040748	61.00
c018290	58.76
c018292	55.97
c018298	54.39
c002224	57.06
c032946	57.97
c000677	52.58
c000676	57.16
c036267	52.97
c000670	56.61
c045342	46.72
c038198	50.72
c009990	55.23
c005233	57.81
c005235	51.86
c009999	57.17
c000678	56.47
c019254	58.78
c024491	56.66
c004428p	55.64
c024762	45.21
c024760	61.00
c024764	47.66
c034317	49.31
c034315	48.61
c034313	41.40
c034311	56.67
c034319	61.00
c016612	54.03
c006767p	55.87
c006767m	55.52
c005657	54.78
c005876	56.80
c022408	57.82
c022404	53.08
c022400	46.91
c022402	48.21
c000663p	53.23
c026729	56.38
c026721	59.57
c008812	52.98
c009315p	58.30
c009315m	55.48
c033159	56.87
c033151	48.31
c048961	58.37
c001357m	55.56
c023358	61.00
c023356	52.70
c023353	61.00
c023351	51.57
c010263	58.44
c010265	54.08
c051408	48.22
c051402	51.48
c053808	54.29
c027753	54.51
c032206	54.95
c032204	60.23
c032202	58.72
c041226	51.62
c020658	57.26
c020653	55.23
c020651	52.70
c020656	54.19
c020654	56.45
c013340	54.49
c004629	57.30
c004621	51.31
c004626	53.83
c009418	54.87
c009410	51.27
c009413	51.29
c009415	50.51
c009417	53.90
c044151	58.82
c044156	55.75
c028400	30.70
c044154	43.08
c027928	45.83
c027926	51.92
c053117	61.00
c053113	50.83
c045462	61.00
c011442	41.88
c039388	46.75
c021081	52.03
c021292	53.12
c021294	47.87
c021296	56.86
c021298	61.00
c040847	58.06
c001094m	54.70
c012937	55.26
c012935	49.32
c012933	53.74
c012930	50.70
c012939	56.84
c016770	48.48
c042113	33.86
c000244p	57.66
c052999	58.84
c037339	48.68
c039202	54.24
c039205	60.02
c019903	55.56
c028113	51.92
c019908	60.03
c028117	54.06
c018051	61.00
c018057	47.84
c044425	58.05
c015568	50.92
c015561	57.27
c015563	46.10
c011679	54.79
c011671	55.93
c011672	60.14
c011674	58.20
c011676	61.00
c036061	60.03
c036069	49.08
c029874	61.00
c029876	56.01
c029873	60.05
c038554	56.96
c038556	61.00
c038550	46.46
c040421	61.00
c040427	56.81
c011563	54.18
c000102	56.60
c014618	57.38
c014610	42.74
c014614	57.17
c014616	60.52
c010508	61.00
c010500	61.00
c010502	45.29
c010504	52.10
c010507	54.70
c002246	56.89
c002240	57.31
c002242	52.17
c002248	61.00
c012745	45.29
c041377	54.42
c028274	46.01
c012746	57.23
c035005	54.49
c035003	42.88
c012747	59.69
c028006	55.84
c028004	45.25
c028002	49.16
c028000	57.99
c011569	56.29
c006199	50.67
c006190	51.96
c034990	52.52
c006194	54.77
c010994p	58.07
c003116	56.46
c010994m	52.81
c003112	57.10
c003110	55.21
c008831	52.47
c007825	49.76
c008835	49.49
c007821	47.85
c008839	52.25
c007829	55.43
c008961	57.26
c008966	50.28
c008965	53.13
c008964	49.55
c036844	60.55
c036842	59.52
c026522	55.35
c036848	51.69
c026524	52.74
c024816	52.72
c024818	61.00
c008294	52.67
c008296	57.95
c008290	47.99
c017763	57.54
c033318	46.94
c033310	61.00
c019598	57.78
c019590	49.44
c019592	46.47
c008163	56.34
c008161	54.52
c008167	52.92
c008165	60.85
c000354	57.63
c008168	56.20
c000351	59.05
c015178	57.22
c019049	54.57
c019040	59.71
c019046	49.37
c019044	54.84
c049544	48.76
c018319	51.22
c049548	59.43
c005511	60.21
c005513	48.87
c005519	57.90
c010251	53.41
c004546	47.86
c037077	52.61
c037074	61.00
c052415	60.13
c028869	47.71
c028865	49.84
c028867	51.75
c043305	52.19
c053040	45.93
c031021	49.10
c012805p	55.84
c030996	52.10
c026218	48.70
c003926	58.67
c003920	56.59
c026214	43.54
c026217	33.57
c030011	60.71
c020906	55.17
c020903	55.35
c030012	51.37
c020909	55.77
c021055	51.75
c021059	47.32
c038124	53.46
c030015	58.77
c004330m	61.00
c003118m	53.79
c003298m	61.00
c025332	53.18
c003298p	54.26
c025334	55.78
c025338	56.85
c034506	57.75
c034504	56.15
c034502	43.91
c010911	56.73
c006248p	52.17
c011073	51.40
c011071	58.03
c011077	54.72
c011075	53.75
c028272	61.00
c017721	54.60
c017723	52.58
c017725	51.17
c017728	55.59
c023762	49.34
c023760	45.86
c023766	45.94
c023764	49.93
c027065	47.39
c027061	51.19
c022717	60.26
c037797	58.35
c016853	52.19
c016855	48.83
c016857	52.81
c051634	58.91
c050543	50.79
c050547	55.00
c037792	51.71
c014512	56.94
c014510	49.30
c014516	57.62
c014514	61.00
c020595	51.81
c020597	59.63
c020591	53.35
c020593	52.90
c023072	55.22
c020049	55.67
c020042	52.10
c020046	60.61
c009993	50.63
c013989	61.00
c009994	54.96
c013980	56.05
c013982	51.75
c013984	56.12
c005238	55.48
c043570	53.29
c043572	52.76
c043574	41.75
c011856	48.57
c040208	43.29
c016649	50.68
c021316	51.55
c021310	61.00
c021312	61.00
c021319	46.91
c004554m	60.61
c019204	50.58
c042097	47.44
c048327	50.63
c019153	49.09
c018156	50.28
c018154	47.27
c018150	56.53
c041556	47.87
c041550	55.32
c047786	47.00
c047785	40.20
c028187	48.92
c028184	56.81
c000400m	56.23
c017904	48.87
c039031	60.64
c017907	54.03
c035908	56.47
c054385	44.89
c001937m	57.52
c004911	53.81
c049038	53.31
c049036	54.33
c049030	61.00
c005587p	53.68
c051024	43.77
c051020	52.91
c001096	58.58
c001090	56.93
c001099	55.97
c031599	49.12
c031595	47.55
c030248	60.15
c030247	61.00
c000948	57.58
c000940	56.64
c000942	52.23
c000944	55.24
c001638	51.12
c001630	50.42
c001632	54.77
c001635	49.89
c017873	57.25
c025643	48.93
c039595	61.00
c033291	61.00
c033297	61.00
c033295	55.83
c033299	52.89
c032746	47.45
c032740	50.79
c003706	55.88
c003704	49.83
c039849	56.68
c003701	53.33
c003709	52.99
c007677	56.44
c007675	61.00
c007673	54.13
c012797	54.60
c012795	51.94
c012793	53.12
c012791	56.22
c019769	58.58
c019765	60.37
c029148	43.63
c012027	61.00
c012021	55.66
c023162	61.00
c029140	44.57
c004071	60.01
c049999	50.44
c003730p	55.31
c009138	57.70
c009130	55.53
c009136	55.19
c009134	54.81
c002959	57.10
c002953	54.18
c002956	54.19
c043744	53.47
c047488	46.15
c009280	54.70
c009282	56.44
c005705	59.23
c009286	51.06
c009288	52.03
c020204	54.16
c020209	58.50
c009864	51.49
c009866	53.89
c009860	53.64
c009862	54.46
c009868	52.84
c023677	60.00
c001565	50.02
c017205	50.96
c045882	61.00
c021157	52.89
c021155	51.61
c021152	50.38
c045887	59.94
c050942	49.14
c005022p	50.78
c005022m	50.24
c048418	61.00
c040249	43.48
c024252	52.13
c024258	60.17
c015473	55.47
c015695	55.26
c015326	57.64
c015694	58.33
c015698	54.65
c016244	53.72
c016246	49.12
c016240	54.57
c016242	57.13
c016798	61.00
c016793	59.94
c016797	59.71
c016795	52.15
c022318	61.00
c011507	52.57
c014081	55.18
c011506	55.99
c014085	58.09
c016849	53.68
c023447	56.97
c023445	42.64
c023443	59.43
c044289	42.01
c010791	54.48
c010793	54.64
c010795	50.78
c043068	51.02
c017689	47.65
c017683	54.31
c017684	56.27
c025612	48.65
c011222	55.51
c011220	50.76
c011226	56.55
c011224	52.47
c010175	61.00
c010177	60.91
c010171	55.22
c029965	61.00
c029962	54.16
c004699	52.98
c054859	33.38
c054857	56.92
c052695	31.95
c050191	57.86
c027234	46.08
c027236	49.49
c027230	39.95
c004690	60.55
c042501	61.00
c006709	56.38
c041856	45.50
c041852	46.00
c044822	55.35
c041858	61.00
c053427	44.16
c020769	57.45
c020766	47.19
c053428	61.00
c036602	50.43
c052139	48.90
c029434	45.63
c036902	53.66
c007472	54.74
c007478	54.67
c000480	55.40
c030120	48.66
c001949	57.16
c001944	53.58
c001942	54.82
c036907	44.65
c052281	43.03
c052285	54.39
c001087m	56.83
c052289	35.76
c012778	55.81
c005036m	54.60
c045776	50.98
c038734	53.97
c012228	54.57
c048623	55.40
c048626	59.43
c048628	51.34
c040033	39.18
c018563	57.60
c022482	55.76
c026109	42.93
c003281	57.12
c010267	51.27
c010266	53.97
c010269	57.07
c002602	56.91
c033561	49.89
c032285	44.76
c032289	61.00
c025058	61.00
c050752	61.00
c031888	46.24
c011259	56.81
c031881	47.41
c031885	52.70
c021384	61.00
c013031	51.51
c021567	55.72
c021565	61.00
c009494	55.72
c005178	49.93
c053191	59.10
c017546	52.09
c022839	54.30
c022830	58.63
c022832	43.63
c006184p	38.25
c015259	56.37
c015250	61.00
c015256	61.00
c015254	59.89
c043248	52.80
c023871	53.40
c023877	60.09
c023875	51.76
c011189	61.00
c011187	60.97
c034730	51.16
c011183	57.37
c011181	53.22
c039520	34.83
c018784	56.80
c018785	60.04
c014693	47.55
c014695	55.20
c051129	61.00
c010582	50.72
c010584	52.54
c051120	38.52
c051124	57.09
c037822	38.45
c045155	39.29
c054959	53.46
c054957	48.20
c017343	61.00
c017347	55.77
c001467	56.29
c001468	55.53
c017348	53.63
c050252	46.54
c037280	39.66
c015353	46.23
c012525	50.03
c012521	39.60
c001203m	57.90
c027408	51.56
c027406	53.09
c027404	53.41
c027400	61.00
c029351	53.00
c029352	55.77
c029358	56.45
c012699	46.15
c006110	60.76
c006112	49.65
c006114	52.37
c006116	52.27
c006118	52.90
c009412	56.64
c000428	57.96
c000427	54.76
c000425	56.50
c000421	56.64
c019517	51.24
c019511	52.65
c019513	52.46
c014934	59.08
c014936	55.07
c014930	53.64
c014932	61.00
c001556p	54.02
c009430m	49.76
c046546	49.74
c002748	52.81
c046548	38.52
c008218	49.20
c008214	53.28
c008210	46.14
c008212	56.51
c002429	57.75
c009041p	57.86
c052490	52.14
c032042	61.00
c025615	47.53
c018644	45.32
c018642	54.46
c018640	56.34
c018648	60.46
c048415	61.00
c040661	53.53
c004423	54.00
c004426	58.36
c018395	53.41
c018397	57.22
c018390	53.28
c051813m	33.14
c000584p	50.15
c036347	54.01
c036345	55.09
c036343	44.91
c036341	48.63
c000584m	52.84
c006937	57.08
c006935	56.63
c005378	55.77
c041136	61.00
c005372	51.27
c009653	52.52
c009651	61.00
c009657	43.94
c009655	52.63
c009659	55.47
c028602	59.87
c028606	51.91
c017143	47.27
c029135	51.74
c029134	52.55
c029137	36.50
c038293	61.00
c038290	52.17
c038034	42.26
c038035	41.96
c038033	49.89
c015752	53.72
c038031	52.40
c001300	48.08
c001303	54.28
c041811	52.22
c034588	26.17
c010261m	50.30
c024606	51.00
c024602	52.54
c041813	61.00
c025559	56.03
c025557	53.59
c025555	50.21
c026609	56.40
c026602	52.85
c026606	51.26
c026604	49.83
c033580	57.08
c027319	53.99
c009731	47.12
c033050	58.07
c033054	61.00
c033056	54.26
c048882	53.92
c048885	61.00
c009737	51.50
c023098	57.39
c023093	61.00
c010343	57.31
c051328	55.49
c010347	45.39
c010345	55.34
c051324	53.03
c032322	57.63
c032327	48.66
c020517	52.78
c020511	50.79
c020519	61.00
c004144	59.26
c004143	58.23
c009515	61.00
c009517	47.34
c009513	47.83
c006502	53.62
c045549	54.86
c021646	51.41
c021642	47.04
c021640	46.85
c021649	54.82
c021396	61.00
c013901	50.24
c013903	58.98
c013904	57.16
c013909	43.55
c042018	52.71
c042014	58.39
c010821	55.65
c016088	44.36
c016082	55.38
c016087	41.60
c016085	52.91
c019821	56.73
c019823	54.11
c019825	56.33
c019827	53.24
c015197	55.39
c015191	60.77
c015193	55.76
c050874	26.91
c017978	51.91
c044703	37.93
c044744	58.01
c016629	59.45
c016627	48.12
c016623	60.56
c016621	54.08
c047962	50.17
c015440	45.82
c047964	39.81
c011532	59.59
c011534	61.00
c022653	57.57
c023938	55.50
c023935	53.71
c013732	52.06
c025602	51.07
c034784	46.71
c034785	61.00
c026572	51.44
c036634	47.08
c036630	48.32
c025902	61.00
c025903	53.60
c026573	57.33
c038741	47.71
c018848	56.62
c001217m	55.67
c018842	52.83
c018846	61.00
c014714	55.18
c000259p	57.70
c014719	55.34
c010664	58.53
c010666	54.60
c010660	55.14
c010662	58.08
c000259m	56.03
c010668	59.92
c002127	58.26
c002129	54.30
c046277p	50.18
c007384	52.34
c000499m	54.57
c030178	58.11
c030175	35.04
c013041	48.47
c013043	55.24
c028722	52.47
c028720	54.68
c051497	43.34
c006094	49.54
c006091	58.52
c037335	37.98
c006098	50.45
c003252	52.60
c003254	56.50
c039518	59.14
c039516	57.86
c007942	49.56
c007944	53.55
c007946	56.76
c007949	51.49
c037333	45.02
c015947	60.68
c015945	50.23
c015941	52.70
c006363	51.57
c006367	50.79
c006365	45.85
c003786	57.80
c006369	61.00
c003782	55.45
c003780	54.52
c001874m	52.93
c012713	58.66
c012711	55.77
c003056m	61.00
c029496	59.89
c029494	54.97
c031350	61.00
c003056p	51.07
c031353	52.53
c043754	61.00
c043757	56.18
c031356	53.18
c026371	61.00
c026377	61.00
c000784	54.52
c033214	57.68
c012103	55.97
c019490	59.80
c019492	52.68
c000789m	57.90
c008004	58.55
c008006	52.77
c008000	56.50
c008002	59.19
c000258	58.08
c000251	57.59
c000253	58.42
c000255	57.52
c000257	53.94
c026230	61.00
c029336	51.53
c018455	53.88
c018459	50.22
c041996	53.00
c001446p	59.46
c017560	54.61
c052517	44.98
c052519	59.80
c025959	59.20
c025952	54.86
c012025	60.18
c019358	54.73
c000932p	57.98
c037220	49.07
c020709	49.67
c031302	50.05
c009754	57.24
c031308	57.43
c009758	52.05
c003995p	50.71
c003064	57.36
c028147	56.77
c012020	49.01
c003062	56.38
c020820	57.13
c020822	49.99
c020824	48.86
c020826	53.08
c011942	50.40
c011941	60.22
c011940	54.55
c018058	49.93
c018059	56.07
c012366	57.89
c012367	48.83
c012364	47.24
c017354	55.06
c054942	47.76
c017351	54.20
c001477	52.02
c012029	48.31
c021840	43.55
c010132p	51.81
c025168	51.90
c022392	55.75
c025162	36.91
c025160	61.00
c025166	49.60
c025164	48.61
c034229	48.75
c011734	48.98
c011736	56.57
c011732	40.78
c011738	50.52
c009996	54.03
c017603	50.15
c017601	54.09
c017605	57.91
c017609	36.50
c022531	50.14
c022533	58.91
c022535	55.17
c026437	61.00
c026431	52.43
c026432	48.94
c026439	51.47
c013517	55.47
c027141	43.02
c010466	48.29
c010464	55.15
c010462	53.59
c010460	51.92
c010468	56.93
c016956	58.01
c029870	52.39
c042581	50.64
c042587	53.75
c042584	54.06
c020491	51.06
c020493	53.80
c020497	61.00
c020061	56.12
c027859	61.00
c027850	57.10
c027854	46.25
c043988	42.19
c043984	61.00
c043986	55.20
c043980	43.00
c008926	54.25
c043634	40.06
c045260	49.96
c046005	47.12
c013412	60.20
c002008m	51.12
c009173	58.33
c013417	49.14
c038955	50.60
c005649p	48.29
c005649m	53.60
c047356	49.70
c044342	38.63
c042204	40.91
c042206	53.08
c052754	41.79
c044519	51.60
c042187	61.00
c042185	55.66
c042184	55.15
c005487	49.77
c037421	53.76
c037423	30.70
c037427	61.00
c028490	53.33
c028495	60.36
c039374	32.71
c039370	58.06
c035862	59.10
c003849	57.83
c037798	55.59
c015366	56.42
c015361	51.16
c011479	58.16
c011477	59.46
c011473	52.27
c035797	59.76
c035791	55.28
c035798	54.98
c011384p	50.54
c001190	54.09
c013677p	50.23
c001194	54.38
c014328	50.17
c036448	46.87
c031498	50.31
c036443	59.87
c036447	52.10
c035138	61.00
c035132	40.85
c002089	55.32
c002083	56.69
c011726p	42.15
c010406	56.61
c005855	56.31
c005857	53.32
c005851	56.26
c000823	57.57
c000821	55.45
c000824	53.91
c001777	54.03
c001771	57.65
c001779	53.24
c052443	48.65
c002765p	50.48
c018133	38.46
c000376p	55.38
c025766	50.29
c025760	48.50
c025762	56.65
c019527	51.57
c025769	52.16
c016338	57.17
c052447	36.87
c001510p	59.65
c003748p	56.10
c003020	51.09
c003025	59.35
c008904	54.62
c008906	52.95
c008900	56.18
c008902	53.13
c007732	52.33
c007737	60.55
c007735	59.61
c041373	50.97
c007738	55.83
c041372	52.10
c019689	53.43
c019681	48.25
c019683	57.96
c019685	61.00
c019687	48.90
c032574	50.55
c032578	56.54
c012139	61.00
c023600	48.21
c023606	50.39
c023608	58.65
c026238	53.46
c048300	46.92
c024968	58.48
c019131	59.57
c004332	54.55
c004331	49.98
c004334	51.67
c004339	52.49
c026181	61.00
c000010p	54.19
c030038	60.07
c031802	48.51
c031807	39.17
c031809	56.08
c002855	55.16
c002853	56.08
c002859	55.54
c030031	59.72
c010574m	51.69
c004595	46.37
c004590	56.54
c005469	53.55
c005467	57.25
c010574p	54.45
c005463	51.04
c000908m	61.00
c009366	54.74
c009364	54.66
c009368	56.80
c000908p	52.98
c028913	61.00
c001849	51.74
c009944	48.04
c009941	50.84
c009948	56.15
c030869	59.83
c030861	56.36
c004849	51.30
c004845	50.13
c004840	55.22
c004842	55.56
c020438	44.21
c033906	54.24
c020431	53.77
c024118	57.69
c020430	47.82
c024114	37.97
c024116	54.29
c016457	55.77
c016451	51.15
c016453	52.52
c016459	51.19
c023568	53.20
c014160	53.31
c014166	58.62
c014164	55.87
c023561	26.70
c010853	54.09
c010855	56.29
c010859	52.95
c032057	58.53
c000613p	61.00
c046506	39.58
c003111	51.21
c016706	54.79
c017514	48.19
c011106	51.57
c011104	49.03
c011102	53.31
c011100	58.98
c011109	54.95
c009272	50.84
c009273	47.42
c017434	52.65
c017436	59.29
c017430	54.24
c017432	46.83
c008832	53.19
c051702	59.50
c015775	43.82
c015770	51.96
c015772	60.64
c015778	52.18
c017630	49.65
c042429	51.50
c042425	49.74
c027486	60.26
c027489	61.00
c002883m	58.95
c047500	42.83
c014425	44.30
c014420	52.42
c047603	52.06
c014428	61.00
c020680	59.84
c020684	54.84
c047509	53.76
c008804	50.30
c043772	60.03
c020136	58.16
c020135	61.00
c020133	54.41
c020131	50.14
c011925	50.68
c011927	56.97
c011923	60.83
c007243	57.82
c007241	51.98
c007245	54.33
c017197	60.69
c017193	57.62
c017191	51.27
c012349	52.17
c046236	61.00
c019331	58.66
c019333	57.93
c019335	52.77
c040379	42.19
c012618	58.23
c001148p	59.56
c047672	44.36
c012614	55.76
c012615	51.92
c000413p	55.17
c048148	50.35
c048146	50.84
c037614	45.90
c037618	55.43
c001148m	54.51
c038650	52.93
c048490	53.55
c017078	56.97
c049321	54.73
c000162	58.71
c000164	51.00
c001227	52.06
c039109	58.00
c001696m	57.01
c028684	58.40
c028686	52.65
c022357	52.63
c054274	61.00
c011480	58.54
c000260p	57.73
c000260m	56.03
c029886	43.52
c004474	57.91
c030084	45.08
c029552	49.91
c029556	42.94
c001387	58.20
c024357	57.56
c003319	55.34
c024684	58.82
c024686	48.92
c024680	59.37
c024682	59.48
c004470	53.70
c026682	53.58
c033509	40.46
c026686	60.07
c026684	50.53
c033507	32.29
c033505	45.21
c002543	54.80
c002541	53.14
c002547	52.81
c002545	53.98
c003575	54.82
c013178	58.73
c006651	61.00
c006657	54.80
c010704p	54.70
c048804	40.41
c048806	41.22
c028305	53.73
c028307	56.98
c028301	52.37
c022769	43.10
c028308	47.95
c023016	50.79
c006942	51.83
c044056	37.00
c014375	59.18
c008719	50.44
c008714	59.37
c008716	51.84
c001373m	52.73
c005364	59.26
c005365	52.79
c005362	52.05
c002654m	55.67
c004275	52.96
c004273	53.19
c004271	54.22
c028091	48.19
c002654p	60.29
c018723	49.33
c013447p	61.00
c050010	48.06
c050017	61.00
c049860	45.53
c049864	48.50
c049866	49.40
c027641	58.01
c027643	55.42
c027645	61.00
c009046	49.63
c009044	57.69
c009042	51.10
c009048	61.00
c017133	59.97
c009598	55.84
c025868	59.59
c025863	49.90
c053543	61.00
c017134	55.63
c051838	48.50
c051830	61.00
c018317	53.32
c011530m	52.77
c018311	53.17
c053093	49.69
c020330	60.90
c020332	61.00
c020338	55.94
c025062	54.71
c006512m	58.33
c030499	59.73
c006512p	53.50
c002528m	47.63
c025076	41.36
c002528p	53.26
c047478	60.60
c043364	44.75
c043366	53.52
c032114	47.03
c022002	56.68
c003497p	47.15
c037076	53.98
c010957	61.00
c010955	58.23
c010953	58.47
c010959	44.03
c045839	61.00
c003405p	54.03
c011315	57.43
c014798	61.00
c014797	57.80
c014793	55.84
c003439	45.17
c051004	61.00
c002775m	56.47
c028366	54.44
c032013	56.60
c035360	53.19
c035362	58.91
c035368	52.25
c025298	38.00
c045349	58.94
c017261	53.40
c017263	55.73
c040929	34.45
c001546	52.99
c001545	57.59
c040920	60.77
c040924	61.00
c050356	37.62
c027520	61.00
c027524	50.16
c000393m	54.23
c036927	54.44
c029411	54.46
c029415	54.56
c006018	59.85
c042618	52.66
c042616	61.00
c006016	51.78
c042612	51.83
c000709	53.71
c032650	42.93
c000703	54.14
c000700	56.14
c000706	52.90
c038241	49.67
c038246	48.27
c019411	57.95
c019413	53.14
c019418	61.00
c044916	36.05
c044914	61.00
c032658	42.70
c001544p	50.34
c046466	45.76
c046462	56.91
c002620	57.82
c002627	56.13
c002628	53.40
c008559	52.32
c008554	55.77
c008553	44.31
c008551	59.36
c033834	56.75
c033839	53.46
c043601	45.72
c052598	55.82
c043605	39.57
c032129	56.64
c043604	40.97
c018766	55.26
c018768	57.46
c007050	55.46
c008088	56.45
c008735	56.31
c043608	49.24
c047732	40.30
c045010	47.51
c047888	36.11
c000142p	57.72
c004347	54.55
c032877	61.00
