contig	species	dN	dS	dNdS
c002146	Mcavernosa	0.0376	1.3908	0.0270
c002150	Mcavernosa	0.1412	1.8409	0.0767
c002155	Mcavernosa	0.3439	4.2492	0.0809
c002157	Mcavernosa	0.0844	1.3912	0.0607
c002159	Mcavernosa	0.0875	0.9654	0.0906
c002168	Mcavernosa	0.1438	1.2150	0.1184
c002170m	Mcavernosa	0.2234	1.9251	0.1160
c002171p	Mcavernosa	0.0243	1.5759	0.0154
c002181	Mcavernosa	0.3423	17.2587	0.0198
c002182	Mcavernosa	0.1095	1.5019	0.0729
c002183	Mcavernosa	0.0605	1.1079	0.0546
c002189	Mcavernosa	0.0564	1.0498	0.0537
c002190	Mcavernosa	0.3180	1.7506	0.1816
c002191	Mcavernosa	0.0357	1.2650	0.0282
c002194	Mcavernosa	0.1675	2.0412	0.0821
c002198	Mcavernosa	0.1282	1.4632	0.0876
c002199	Mcavernosa	0.2739	1.5532	0.1764
c002200	Mcavernosa	0.1634	1.3734	0.1190
c002207m	Mcavernosa	0.1213	1.6167	0.0750
c002218	Mcavernosa	0.0836	2.1065	0.0397
c002219m	Mcavernosa	0.1522	1.4492	0.1050
c002223	Mcavernosa	0.0556	1.2620	0.0440
c002225p	Mcavernosa	0.1597	1.3815	0.1156
c002228p	Mcavernosa	0.2600	1.7677	0.1471
c002232	Mcavernosa	0.1582	1.2509	0.1265
c002235	Mcavernosa	0.0831	1.1610	0.0716
c002237	Mcavernosa	0.1481	1.9470	0.0761
c002242	Mcavernosa	0.1000	1.9477	0.0514
c002246	Mcavernosa	0.2732	1.4147	0.1931
c002250	Mcavernosa	0.0472	1.0145	0.0466
c002251p	Mcavernosa	0.0992	1.8184	0.0546
c002254m	Mcavernosa	0.1098	1.4245	0.0771
c002255	Mcavernosa	0.2662	2.0094	0.1325
c002258m	Mcavernosa	0.0618	1.3503	0.0458
c002258p	Mcavernosa	0.1243	1.8168	0.0684
c002260	Mcavernosa	0.0907	1.4644	0.0619
c002269	Mcavernosa	0.1022	1.8687	0.0547
c002271	Mcavernosa	0.0510	1.1493	0.0444
c002272p	Mcavernosa	0.2727	1.5528	0.1756
c002274p	Mcavernosa	0.0508	1.8463	0.0275
c002284	Mcavernosa	0.1785	1.9530	0.0914
c002288p	Mcavernosa	0.0550	1.8008	0.0306
c002290	Mcavernosa	0.2374	2.2171	0.1071
c002291	Mcavernosa	0.5415	69.9410	0.0077
c002300	Mcavernosa	0.1003	1.3570	0.0739
c002318m	Mcavernosa	0.0755	1.2482	0.0605
c002324	Mcavernosa	0.0680	1.3616	0.0499
c002327	Mcavernosa	0.0292	1.2140	0.0241
c002328	Mcavernosa	0.1508	1.7705	0.0852
c002329	Mcavernosa	0.1269	1.7096	0.0742
c002332	Mcavernosa	0.0287	1.8920	0.0152
c002333p	Mcavernosa	0.1071	1.4890	0.0719
c002340	Mcavernosa	0.1621	1.4647	0.1107
c002350p	Mcavernosa	0.0647	1.5994	0.0404
c002359	Mcavernosa	0.3603	1.9986	0.1803
c002371	Mcavernosa	0.0214	1.2731	0.0168
c002378	Mcavernosa	0.3328	3.0654	0.1086
c002380	Mcavernosa	0.0539	1.4941	0.0361
c002382	Mcavernosa	0.0257	1.0507	0.0245
c002385	Mcavernosa	0.0692	1.2500	0.0553
c002386	Mcavernosa	0.0609	1.4695	0.0414
c002387m	Mcavernosa	0.1443	1.7000	0.0849
c002392	Mcavernosa	0.2845	1.5555	0.1829
c002402	Mcavernosa	0.0985	1.1165	0.0882
c002403	Mcavernosa	0.1759	3.1253	0.0563
c002405	Mcavernosa	0.1911	1.3344	0.1432
c002409	Mcavernosa	0.1064	1.5182	0.0701
c002417	Mcavernosa	0.1944	2.2898	0.0849
c002422m	Mcavernosa	0.1393	3.3372	0.0418
c002428m	Mcavernosa	0.0465	1.4315	0.0325
c002431m	Mcavernosa	0.0882	1.4712	0.0599
c002432	Mcavernosa	0.1709	1.6794	0.1017
c002434m	Mcavernosa	0.0962	1.7214	0.0559
c002434p	Mcavernosa	0.0032	0.7498	0.0043
c002438m	Mcavernosa	0.1046	1.1950	0.0875
c002440m	Mcavernosa	0.2418	1.7855	0.1354
c002443	Mcavernosa	0.0694	1.2662	0.0548
c002446m	Mcavernosa	0.0836	1.2039	0.0695
c002450	Mcavernosa	0.1183	1.8421	0.0642
c002451m	Mcavernosa	0.1513	1.1589	0.1305
c002452	Mcavernosa	0.0213	1.0521	0.0202
c002454	Mcavernosa	0.1103	1.9346	0.0570
c002458m	Mcavernosa	0.0986	2.5863	0.0381
c002467	Mcavernosa	0.2795	2.0775	0.1346
c002469m	Mcavernosa	0.0612	1.4710	0.0416
c002476p	Mcavernosa	0.2016	1.2059	0.1672
c002480p	Mcavernosa	0.0852	1.3106	0.0650
c002481	Mcavernosa	0.1265	2.4525	0.0516
c002485	Mcavernosa	0.1286	2.1090	0.0610
c002486	Mcavernosa	0.0332	1.8270	0.0182
c002487	Mcavernosa	0.7071	3.1104	0.2273
c002500	Mcavernosa	0.0933	1.2199	0.0765
c002509	Mcavernosa	0.0776	2.0190	0.0384
c002512	Mcavernosa	0.2623	2.1156	0.1240
c002516	Mcavernosa	0.2006	2.6012	0.0771
c002528p	Mcavernosa	0.0959	2.3471	0.0409
c002529m	Mcavernosa	0.0356	1.2484	0.0285
c002535	Mcavernosa	0.1663	1.4878	0.1118
c002540	Mcavernosa	0.1020	1.6203	0.0630
c002543	Mcavernosa	0.1345	1.5759	0.0853
c002545	Mcavernosa	0.1507	1.3667	0.1102
c002555m	Mcavernosa	0.1035	1.2520	0.0827
c002560m	Mcavernosa	0.2353	1.6063	0.1465
c002563	Mcavernosa	0.0861	1.4093	0.0611
c002564p	Mcavernosa	0.1055	1.3406	0.0787
c002565	Mcavernosa	0.5773	6.8835	0.0839
c002568m	Mcavernosa	0.0866	2.5271	0.0343
c002568p	Mcavernosa	0.3449	6.0221	0.0573
c002573	Mcavernosa	0.1428	1.6466	0.0867
c002575m	Mcavernosa	0.2030	1.7408	0.1166
c002576	Mcavernosa	0.1654	1.5575	0.1062
c002584	Mcavernosa	0.2699	1.5345	0.1759
c002590	Mcavernosa	0.3524	1.6373	0.2152
c002594p	Mcavernosa	0.0778	1.7651	0.0441
c002601m	Mcavernosa	0.2367	2.6524	0.0892
c002604	Mcavernosa	0.0362	1.6200	0.0223
c002609m	Mcavernosa	0.2181	1.6012	0.1362
c002611m	Mcavernosa	0.0720	1.9182	0.0376
c002619	Mcavernosa	0.0703	1.6361	0.0430
c002627	Mcavernosa	0.0876	2.6952	0.0325
c002630	Mcavernosa	0.1008	2.5830	0.0390
c002632	Mcavernosa	0.1575	1.3942	0.1130
c002634	Mcavernosa	0.1611	2.1584	0.0746
c002636m	Mcavernosa	0.0689	1.8157	0.0379
c002640	Mcavernosa	0.1456	1.4379	0.1012
c002651	Mcavernosa	0.0970	1.7985	0.0539
c002654m	Mcavernosa	0.1014	1.4185	0.0715
c002654p	Mcavernosa	0.1333	1.1113	0.1200
c002656	Mcavernosa	0.0081	1.2549	0.0064
c002660m	Mcavernosa	0.0961	1.2432	0.0773
c002669m	Mcavernosa	0.2425	1.8034	0.1345
c002669p	Mcavernosa	0.1264	1.8391	0.0687
c002672	Mcavernosa	0.1713	1.6220	0.1056
c002676	Mcavernosa	0.2997	1.8493	0.1621
c002689	Mcavernosa	0.0430	1.5516	0.0277
c002692p	Mcavernosa	0.1047	1.5535	0.0674
c002697p	Mcavernosa	0.0391	1.7464	0.0224
c002701	Mcavernosa	0.1837	1.7432	0.1054
c002706	Mcavernosa	0.1199	1.9593	0.0612
c002707	Mcavernosa	0.0448	1.1974	0.0374
c002717	Mcavernosa	0.0597	1.1811	0.0505
c002722	Mcavernosa	0.0527	1.3139	0.0401
c002726	Mcavernosa	0.2861	1.9360	0.1478
c002730	Mcavernosa	0.0576	1.4651	0.0393
c002732m	Mcavernosa	0.2075	5.3745	0.0386
c002733	Mcavernosa	0.0821	1.3354	0.0615
c002734	Mcavernosa	0.1914	1.6783	0.1140
c002735	Mcavernosa	0.2288	1.8747	0.1220
c002739	Mcavernosa	0.3789	2.4548	0.1543
c002742p	Mcavernosa	0.0449	1.5432	0.0291
c002748	Mcavernosa	0.0991	1.6791	0.0590
c002749	Mcavernosa	0.1089	2.2396	0.0486
c002754	Mcavernosa	0.0722	1.7427	0.0414
c002757	Mcavernosa	0.1850	1.6391	0.1129
c002758	Mcavernosa	0.1225	1.6368	0.0748
c002761	Mcavernosa	0.1955	3.3797	0.0578
c002770	Mcavernosa	0.1506	1.9177	0.0785
c002774m	Mcavernosa	0.0718	1.3470	0.0533
c002784	Mcavernosa	0.0500	1.2223	0.0409
c002785	Mcavernosa	0.1530	1.7264	0.0886
c002786m	Mcavernosa	0.0911	1.8927	0.0481
c002787	Mcavernosa	0.2110	1.9856	0.1062
c002791p	Mcavernosa	0.1030	2.0006	0.0515
c002793	Mcavernosa	0.3220	1.7225	0.1870
c002801	Mcavernosa	0.3711	3.0948	0.1199
c002806	Mcavernosa	0.0634	1.4215	0.0446
c002812p	Mcavernosa	0.1698	1.7734	0.0957
c002813	Mcavernosa	0.1093	1.4734	0.0742
c002819	Mcavernosa	0.0565	2.1122	0.0268
c002826m	Mcavernosa	0.0813	1.5635	0.0520
c002826p	Mcavernosa	0.2299	4.4746	0.0514
c002827	Mcavernosa	0.2294	1.9111	0.1200
c002828m	Mcavernosa	0.7021	35.0165	0.0200
c002829	Mcavernosa	0.4054	1.7838	0.2273
c002830	Mcavernosa	0.0184	1.1931	0.0155
c002833	Mcavernosa	0.0418	2.0493	0.0204
c002835m	Mcavernosa	0.1410	1.9122	0.0737
c002847m	Mcavernosa	0.0539	1.2468	0.0432
c002855	Mcavernosa	0.0598	1.8009	0.0332
c002861	Mcavernosa	0.0967	2.0464	0.0473
c002866p	Mcavernosa	0.5513	17.9342	0.0307
c002874	Mcavernosa	0.2885	1.9185	0.1504
c002875m	Mcavernosa	0.2158	1.6835	0.1282
c002875p	Mcavernosa	0.2655	2.7363	0.0970
c002877	Mcavernosa	0.0880	1.1667	0.0754
c002880	Mcavernosa	0.0949	1.5452	0.0614
c002882	Mcavernosa	0.5538	1.8071	0.3065
c002884	Mcavernosa	0.0854	1.5411	0.0554
c002885	Mcavernosa	0.0126	1.1714	0.0108
c002888m	Mcavernosa	0.3513	3.3340	0.1054
c002891p	Mcavernosa	0.0435	1.0259	0.0424
c002892	Mcavernosa	0.1095	1.6718	0.0655
c002907	Mcavernosa	0.0528	1.2908	0.0409
c002909p	Mcavernosa	0.3076	2.0928	0.1470
c002910	Mcavernosa	0.0994	1.2461	0.0798
c002914	Mcavernosa	0.2785	1.5822	0.1760
c002918	Mcavernosa	0.1227	2.2587	0.0543
c002920	Mcavernosa	0.2316	2.2846	0.1014
c002921	Mcavernosa	0.3373	23.5789	0.0143
c002931	Mcavernosa	0.1604	1.5084	0.1063
c002938m	Mcavernosa	0.1165	1.4185	0.0822
c002942	Mcavernosa	0.1556	1.3369	0.1164
c002944	Mcavernosa	0.1577	1.7738	0.0889
c002945	Mcavernosa	0.1984	1.6482	0.1204
c002947	Mcavernosa	0.0426	1.2572	0.0339
c002950	Mcavernosa	0.2592	1.9032	0.1362
c002955p	Mcavernosa	0.1688	3.1378	0.0538
c002957	Mcavernosa	0.1152	1.5500	0.0743
c002958	Mcavernosa	0.1332	1.2323	0.1081
c002967p	Mcavernosa	0.0910	1.2009	0.0758
c002969	Mcavernosa	0.1217	1.7875	0.0681
c002971	Mcavernosa	0.1599	1.3604	0.1175
c002982	Mcavernosa	0.2077	1.3173	0.1577
c002986p	Mcavernosa	0.0878	1.0136	0.0866
c002989m	Mcavernosa	0.2091	1.5579	0.1342
c003004	Mcavernosa	0.0562	1.6114	0.0349
c003014	Mcavernosa	0.1438	1.4961	0.0961
c003017	Mcavernosa	0.0911	1.1959	0.0762
c003019m	Mcavernosa	0.2382	1.6047	0.1485
c003020	Mcavernosa	0.1411	1.5390	0.0917
c003022m	Mcavernosa	0.0304	6.7122	0.0045
c003032	Mcavernosa	0.1505	1.9707	0.0764
c003035	Mcavernosa	0.1432	1.8412	0.0778
c003039	Mcavernosa	0.2737	1.8436	0.1485
c003059p	Mcavernosa	0.1247	1.6046	0.0777
c003060	Mcavernosa	0.1187	1.6242	0.0731
c003064	Mcavernosa	0.0988	1.4324	0.0690
c003068	Mcavernosa	0.3048	1.6265	0.1874
c003069	Mcavernosa	0.0180	1.2213	0.0147
c003070	Mcavernosa	0.0612	1.5724	0.0389
c003073	Mcavernosa	0.0967	2.1314	0.0454
c003074	Mcavernosa	0.1283	1.6567	0.0774
c003081	Mcavernosa	0.1297	1.4543	0.0892
c003083	Mcavernosa	0.1727	1.5410	0.1121
c003085	Mcavernosa	0.2928	2.1577	0.1357
c003088	Mcavernosa	0.2576	2.1688	0.1188
c003091	Mcavernosa	0.1574	1.4057	0.1120
c003097	Mcavernosa	0.0745	1.4720	0.0506
c003098m	Mcavernosa	0.1730	1.6346	0.1058
c003113	Mcavernosa	0.1462	1.1728	0.1246
c003115	Mcavernosa	0.3597	67.6734	0.0053
c003120p	Mcavernosa	0.1398	1.6914	0.0827
c003138	Mcavernosa	0.0567	1.2669	0.0448
c003139m	Mcavernosa	0.2594	1.3603	0.1907
c003139p	Mcavernosa	0.0807	1.9797	0.0407
c003141	Mcavernosa	0.0937	1.2693	0.0738
c003145	Mcavernosa	0.1232	1.2723	0.0968
c003147	Mcavernosa	0.2147	1.7417	0.1233
c003148	Mcavernosa	0.0414	1.0569	0.0392
c003149	Mcavernosa	0.1022	1.4908	0.0686
c003150	Mcavernosa	0.1430	1.9239	0.0743
c003159	Mcavernosa	0.2261	2.1083	0.1072
c003163	Mcavernosa	0.1106	1.3231	0.0836
c003164	Mcavernosa	0.0926	1.1961	0.0774
c003165	Mcavernosa	0.2013	2.0470	0.0984
c003169	Mcavernosa	0.1319	1.8057	0.0731
c003170m	Mcavernosa	0.1411	1.3716	0.1029
c003172	Mcavernosa	0.3280	1.7234	0.1903
c003173	Mcavernosa	0.1015	1.4091	0.0720
c003178	Mcavernosa	0.1077	1.3269	0.0812
c003180	Mcavernosa	0.2778	2.3775	0.1169
c003184	Mcavernosa	0.1908	1.2236	0.1560
c003204	Mcavernosa	0.2222	2.0868	0.1065
c003211	Mcavernosa	0.2058	1.3422	0.1533
c003214m	Mcavernosa	0.0611	1.0862	0.0562
c003225	Mcavernosa	0.3854	6.9062	0.0558
c003229	Mcavernosa	0.2751	3.0251	0.0909
c003263p	Mcavernosa	0.0337	1.8479	0.0183
c003265m	Mcavernosa	0.0870	1.7210	0.0506
c003272m	Mcavernosa	0.0896	1.1202	0.0799
c003273	Mcavernosa	0.2089	1.4300	0.1461
c003281	Mcavernosa	0.0748	1.3938	0.0537
c003288	Mcavernosa	0.0763	1.7353	0.0440
c003293p	Mcavernosa	0.4242	1.4482	0.2929
c003295	Mcavernosa	0.0501	1.6252	0.0308
c003298p	Mcavernosa	0.1291	4.2545	0.0303
c003300p	Mcavernosa	0.2400	1.6375	0.1465
c003306	Mcavernosa	0.0261	1.2998	0.0201
c003307	Mcavernosa	0.1703	1.3882	0.1227
c003310	Mcavernosa	0.1824	1.7819	0.1023
c003311	Mcavernosa	0.4611	2.1494	0.2145
c003316m	Mcavernosa	0.0541	1.3550	0.0399
c003317m	Mcavernosa	0.0780	1.5149	0.0515
c003326	Mcavernosa	0.2356	2.8193	0.0836
c003330	Mcavernosa	0.0446	1.2967	0.0344
c003332	Mcavernosa	0.0554	2.0329	0.0272
c003334	Mcavernosa	0.0296	1.5360	0.0192
c003335	Mcavernosa	0.1636	2.4374	0.0671
c003340	Mcavernosa	0.0695	1.0686	0.0650
c003346p	Mcavernosa	0.0388	1.4742	0.0264
c003351	Mcavernosa	0.2900	1.3834	0.2096
c003355p	Mcavernosa	0.2439	3.5159	0.0694
c003357p	Mcavernosa	0.1641	2.3385	0.0702
c003358	Mcavernosa	0.0194	1.0773	0.0180
c003360	Mcavernosa	0.0013	1.2625	0.0010
c003362	Mcavernosa	0.1999	1.6961	0.1178
c003365m	Mcavernosa	0.4237	3.6322	0.1166
c003368p	Mcavernosa	0.2112	1.2872	0.1641
c003371	Mcavernosa	0.0977	1.8453	0.0529
c003378p	Mcavernosa	0.2415	0.9650	0.2503
c003383	Mcavernosa	0.2482	1.6022	0.1549
c003387	Mcavernosa	0.0370	1.5821	0.0234
c003395	Mcavernosa	0.2975	4.0028	0.0743
c003399p	Mcavernosa	0.0801	1.7911	0.0447
c003401	Mcavernosa	0.1556	1.3941	0.1117
c003402	Mcavernosa	0.1543	1.6310	0.0946
c003405m	Mcavernosa	0.0525	0.8862	0.0592
c003410	Mcavernosa	0.3342	1.4247	0.2346
c003411	Mcavernosa	0.4282	65.1677	0.0066
c003412	Mcavernosa	0.2450	1.7060	0.1436
c003413	Mcavernosa	0.2292	2.6082	0.0879
c003419p	Mcavernosa	0.2815	1.4284	0.1971
c003420	Mcavernosa	0.0421	1.3101	0.0322
c003422	Mcavernosa	0.1022	1.2283	0.0832
c003427m	Mcavernosa	0.0787	1.8781	0.0419
c003437p	Mcavernosa	0.2795	1.6334	0.1711
c003444	Mcavernosa	0.2504	2.5055	0.0999
c003445	Mcavernosa	0.0476	1.4995	0.0317
c003448	Mcavernosa	0.2462	3.1944	0.0771
c003449	Mcavernosa	0.1368	2.8315	0.0483
c003454	Mcavernosa	0.1401	2.2788	0.0615
c003456m	Mcavernosa	0.1378	1.1942	0.1154
c003456p	Mcavernosa	0.0253	1.4053	0.0180
c003458	Mcavernosa	0.0635	2.6870	0.0236
c003466	Mcavernosa	0.1105	1.2522	0.0883
c003467	Mcavernosa	0.4110	1.9594	0.2097
c003468	Mcavernosa	0.2018	1.5989	0.1262
c003470m	Mcavernosa	0.0665	1.3235	0.0502
c003473	Mcavernosa	0.1280	1.5284	0.0838
c003474	Mcavernosa	0.0508	1.5560	0.0327
c003481	Mcavernosa	0.0959	1.6993	0.0564
c003485	Mcavernosa	0.1036	1.3363	0.0775
c003486	Mcavernosa	0.0330	0.6852	0.0481
c003489	Mcavernosa	0.1624	2.3251	0.0698
c003492p	Mcavernosa	0.0969	1.2336	0.0786
c003494	Mcavernosa	0.1158	1.5494	0.0748
c003495m	Mcavernosa	0.1335	1.7466	0.0765
c003497m	Mcavernosa	0.0685	1.4155	0.0484
c003497p	Mcavernosa	0.1181	1.5737	0.0751
c003501m	Mcavernosa	0.0913	1.3525	0.0675
c003501p	Mcavernosa	0.0829	2.3423	0.0354
c003503	Mcavernosa	0.1471	1.5171	0.0970
c003507	Mcavernosa	0.4307	1.9503	0.2208
c003508	Mcavernosa	0.1398	1.9861	0.0704
c003516	Mcavernosa	0.2358	1.7808	0.1324
c003520	Mcavernosa	0.1230	2.0833	0.0590
c003523	Mcavernosa	0.0904	1.3877	0.0652
c003532m	Mcavernosa	0.2140	1.4781	0.1448
c003534	Mcavernosa	0.0861	1.7375	0.0496
c003535	Mcavernosa	0.3468	8.3116	0.0417
c003543p	Mcavernosa	0.2412	1.8252	0.1322
c003545	Mcavernosa	0.2606	2.0902	0.1247
c003547	Mcavernosa	0.0761	1.1720	0.0649
c003551	Mcavernosa	0.1191	2.9576	0.0403
c003552	Mcavernosa	0.0668	2.0311	0.0329
c003553	Mcavernosa	0.2999	13.0290	0.0230
c003555m	Mcavernosa	0.1101	0.8954	0.1229
c003555p	Mcavernosa	0.0434	0.9328	0.0465
c003563	Mcavernosa	0.0729	1.2173	0.0599
c003564	Mcavernosa	0.0779	1.6967	0.0459
c003579p	Mcavernosa	0.3154	2.3721	0.1330
c003593	Mcavernosa	0.0689	1.6073	0.0428
c003602	Mcavernosa	0.1766	1.1909	0.1483
c003603	Mcavernosa	0.0101	0.9212	0.0109
c003605m	Mcavernosa	0.1522	1.6542	0.0920
c003611	Mcavernosa	0.1662	1.7704	0.0939
c003612p	Mcavernosa	0.1132	1.3548	0.0836
c003616	Mcavernosa	0.0704	1.2142	0.0580
c003619p	Mcavernosa	0.2180	1.9242	0.1133
c003624	Mcavernosa	0.4806	3.1493	0.1526
c003633	Mcavernosa	0.1168	1.6488	0.0708
c003634	Mcavernosa	0.2920	1.9883	0.1469
c003635	Mcavernosa	0.1100	1.8820	0.0585
c003636	Mcavernosa	0.3662	2.3051	0.1589
c003637	Mcavernosa	0.1344	1.2434	0.1081
c003640	Mcavernosa	0.0613	1.1912	0.0515
c003644	Mcavernosa	0.4512	2.9151	0.1548
c003646p	Mcavernosa	0.1043	3.1017	0.0336
c003648m	Mcavernosa	0.1431	1.3105	0.1092
c003649	Mcavernosa	0.0822	1.3402	0.0613
c003651	Mcavernosa	0.2113	1.7056	0.1239
c003659	Mcavernosa	0.1046	1.3209	0.0792
c003662	Mcavernosa	0.2012	1.5273	0.1317
c003663	Mcavernosa	0.0710	1.5829	0.0449
c003665	Mcavernosa	0.0308	1.1489	0.0268
c003671	Mcavernosa	0.0208	1.1341	0.0184
c003673m	Mcavernosa	0.2104	1.5932	0.1321
c003676	Mcavernosa	0.1552	1.6528	0.0939
c003682	Mcavernosa	0.0434	1.5963	0.0272
c003696m	Mcavernosa	0.2680	1.1264	0.2379
c003696p	Mcavernosa	0.0642	1.9481	0.0329
c003698	Mcavernosa	0.2750	0.9209	0.2987
c003702	Mcavernosa	0.0988	1.5862	0.0623
c003707	Mcavernosa	0.1228	1.1626	0.1056
c003708	Mcavernosa	0.1365	1.7557	0.0777
c003710p	Mcavernosa	0.1308	1.5383	0.0850
c003715m	Mcavernosa	0.1670	1.6981	0.0983
c003718	Mcavernosa	0.0710	1.7351	0.0409
c003728	Mcavernosa	0.3443	64.9419	0.0053
c003737	Mcavernosa	0.1021	1.9081	0.0535
c003739	Mcavernosa	0.0717	1.1390	0.0630
c003740	Mcavernosa	0.2641	1.7092	0.1545
c003744	Mcavernosa	0.1502	1.8702	0.0803
c003745	Mcavernosa	0.2674	3.1977	0.0836
c003746m	Mcavernosa	0.1693	2.7345	0.0619
c003746p	Mcavernosa	0.0728	1.7213	0.0423
c003748m	Mcavernosa	0.1691	1.4497	0.1167
c003748p	Mcavernosa	0.1197	1.4117	0.0848
c003755	Mcavernosa	0.0816	1.3618	0.0599
c003756	Mcavernosa	0.1586	1.3816	0.1148
c003757m	Mcavernosa	0.2081	1.9246	0.1081
c003758	Mcavernosa	0.1161	1.1853	0.0980
c003760	Mcavernosa	0.2450	9.1438	0.0268
c003764	Mcavernosa	0.0862	1.2887	0.0669
c003772	Mcavernosa	0.0910	1.5714	0.0579
c003779	Mcavernosa	0.1362	2.1225	0.0642
c003787	Mcavernosa	0.1169	1.8697	0.0625
c003790	Mcavernosa	0.0945	1.5178	0.0622
c003792	Mcavernosa	0.1418	1.3872	0.1022
c003794	Mcavernosa	0.1473	1.3790	0.1068
c003796	Mcavernosa	0.1140	1.2891	0.0884
c003797	Mcavernosa	0.3371	3.0699	0.1098
c003805	Mcavernosa	0.1732	1.5319	0.1131
c003809	Mcavernosa	0.0836	1.6290	0.0513
c003814	Mcavernosa	0.1756	1.5696	0.1119
c003825	Mcavernosa	0.0843	1.1025	0.0765
c003829	Mcavernosa	0.1470	2.4765	0.0594
c003832	Mcavernosa	0.1991	1.4418	0.1381
c003833	Mcavernosa	0.0542	1.4383	0.0377
c003836m	Mcavernosa	0.1069	1.1825	0.0904
c003836p	Mcavernosa	0.0066	2.3925	0.0028
c003838	Mcavernosa	0.0433	1.0960	0.0395
c003839m	Mcavernosa	0.0260	1.3988	0.0186
c003839p	Mcavernosa	0.1198	1.1936	0.1004
c003841	Mcavernosa	0.0646	1.0708	0.0603
c003842	Mcavernosa	0.1315	2.8761	0.0457
c003849	Mcavernosa	0.0649	1.9122	0.0340
c003850	Mcavernosa	0.1050	1.1400	0.0921
c003855	Mcavernosa	0.0511	1.5469	0.0330
c003858	Mcavernosa	0.0844	1.1252	0.0750
c003860	Mcavernosa	0.1396	1.8213	0.0767
c003862	Mcavernosa	0.2496	1.4793	0.1688
c003865	Mcavernosa	0.0963	1.5168	0.0635
c003866	Mcavernosa	0.2319	2.0160	0.1150
c003871	Mcavernosa	0.0984	1.5105	0.0651
c003874p	Mcavernosa	0.1860	1.3755	0.1352
c003876m	Mcavernosa	0.1207	1.5515	0.0778
c003888	Mcavernosa	0.0870	1.1880	0.0732
c003889	Mcavernosa	0.1294	1.8635	0.0694
c003892	Mcavernosa	0.0367	1.6399	0.0224
c003897p	Mcavernosa	0.1896	2.3375	0.0811
c003898	Mcavernosa	0.0307	1.5621	0.0197
c003899	Mcavernosa	0.0313	1.4792	0.0212
c003900	Mcavernosa	0.0423	1.2206	0.0347
c003904m	Mcavernosa	0.1831	1.4751	0.1241
c003905	Mcavernosa	0.2130	1.4522	0.1467
c003907	Mcavernosa	0.1034	1.1717	0.0882
c003909	Mcavernosa	0.1806	1.6941	0.1066
c003913	Mcavernosa	0.0405	1.3370	0.0303
c003920	Mcavernosa	0.1720	2.5191	0.0683
c003921	Mcavernosa	0.0663	1.6036	0.0414
c003926	Mcavernosa	0.4702	7.8527	0.0599
c003931	Mcavernosa	0.0434	1.3655	0.0318
c003936m	Mcavernosa	0.0289	1.6480	0.0175
c003936p	Mcavernosa	0.2122	1.7008	0.1248
c003939m	Mcavernosa	0.2185	1.6506	0.1324
c003943p	Mcavernosa	0.1608	2.9938	0.0537
c003947	Mcavernosa	0.0901	1.5513	0.0581
c003950m	Mcavernosa	0.0668	1.6840	0.0397
c003950p	Mcavernosa	0.1526	1.2371	0.1234
c003951	Mcavernosa	0.0740	1.5440	0.0479
c003952	Mcavernosa	0.0425	1.2548	0.0338
c003958	Mcavernosa	0.0966	1.1429	0.0845
c003963	Mcavernosa	0.0785	0.7672	0.1024
c003966p	Mcavernosa	0.2278	1.9912	0.1144
c003968p	Mcavernosa	0.2074	1.5373	0.1349
c003978	Mcavernosa	0.0909	1.3289	0.0684
c003981	Mcavernosa	0.0622	1.1927	0.0521
c003995m	Mcavernosa	0.2791	1.9056	0.1464
c003995p	Mcavernosa	0.1966	2.4988	0.0787
c003999	Mcavernosa	0.1570	1.9497	0.0805
c004008	Mcavernosa	0.0890	1.7449	0.0510
c004013	Mcavernosa	0.3352	1.6911	0.1982
c004014	Mcavernosa	0.0696	1.2758	0.0545
c004015	Mcavernosa	0.1177	1.6940	0.0695
c004019	Mcavernosa	0.1374	1.3603	0.1010
c004022	Mcavernosa	0.2572	1.4943	0.1721
c004024	Mcavernosa	0.3252	2.3373	0.1392
c004029m	Mcavernosa	0.1669	1.5590	0.1070
c004030	Mcavernosa	0.2479	1.9242	0.1289
c004038	Mcavernosa	0.1441	3.3067	0.0436
c004041	Mcavernosa	0.1239	1.6364	0.0757
c004044	Mcavernosa	0.1644	1.7057	0.0964
c004045m	Mcavernosa	0.0732	1.4111	0.0519
c004048	Mcavernosa	0.1751	2.0324	0.0861
c004064	Mcavernosa	0.3523	1.4371	0.2452
c004068	Mcavernosa	0.0873	1.4757	0.0592
c004071	Mcavernosa	0.0287	1.8997	0.0151
c004076	Mcavernosa	0.1572	1.5620	0.1006
c004079m	Mcavernosa	0.2037	2.2880	0.0890
c004081	Mcavernosa	0.0746	1.5710	0.0475
c004088	Mcavernosa	0.3977	2.2861	0.1740
c004090	Mcavernosa	0.1868	2.5527	0.0732
c004091	Mcavernosa	0.1718	2.6362	0.0652
c004095	Mcavernosa	0.0999	1.1445	0.0873
c004096	Mcavernosa	0.1602	1.6066	0.0997
c004102	Mcavernosa	0.0772	1.8801	0.0411
c004109m	Mcavernosa	0.2576	2.5570	0.1008
c004109p	Mcavernosa	0.0748	1.1701	0.0639
c004112m	Mcavernosa	0.0428	2.3838	0.0179
c004112p	Mcavernosa	0.1033	2.2014	0.0469
c004114	Mcavernosa	0.0707	1.5503	0.0456
