title                    	CAI	CBI	Fop	
c013340                  	0.750	0.023	0.462	
c004629                  	0.742	0.135	0.501	
c004621                  	0.794	0.141	0.521	
c004626                  	0.782	0.173	0.538	
c009418                  	0.773	0.103	0.496	
c009410                  	0.799	0.197	0.530	
c009413                  	0.793	0.216	0.541	
c009415                  	0.802	0.196	0.550	
c009417                  	0.727	-0.030	0.412	
c044151                  	0.738	0.096	0.494	
c044156                  	0.701	-0.062	0.383	
c028400                  	0.784	0.056	0.478	
c044154                  	0.786	0.104	0.494	
c027928                  	0.766	0.128	0.486	
c027926                  	0.736	0.132	0.514	
c053117                  	0.705	-0.025	0.415	
c053113                  	0.695	0.164	0.519	
c045462                  	0.714	-0.056	0.442	
c011442                  	0.664	-0.336	0.248	
c039388                  	0.776	0.088	0.492	
c021081                  	0.766	-0.034	0.422	
c021292                  	0.732	-0.117	0.365	
c021294                  	0.778	0.097	0.489	
c021296                  	0.756	0.046	0.472	
c021298                  	0.756	0.089	0.491	
c040847                  	0.754	0.202	0.555	
c001094m                 	0.785	0.092	0.513	
c012937                  	0.783	0.152	0.526	
c012935                  	0.786	0.049	0.475	
c012933                  	0.790	-0.034	0.437	
c012930                  	0.822	0.240	0.573	
c012939                  	0.742	0.107	0.484	
c016770                  	0.754	0.069	0.487	
c042113                  	0.815	0.365	0.615	
c000244p                 	0.733	0.038	0.441	
c052999                  	0.797	0.260	0.587	
c037339                  	0.766	0.275	0.589	
c039202                  	0.663	0.019	0.444	
c039205                  	0.743	0.047	0.491	
c019903                  	0.739	0.109	0.500	
c028113                  	0.743	0.086	0.491	
c019908                  	0.755	0.205	0.559	
c028117                  	0.795	0.218	0.566	
c018051                  	0.788	0.000	0.455	
c018057                  	0.719	-0.024	0.436	
c044425                  	0.687	0.014	0.452	
c015568                  	0.755	0.055	0.478	
c015561                  	0.730	0.075	0.477	
c015563                  	0.817	0.300	0.615	
c011679                  	0.762	0.111	0.507	
c011671                  	0.709	0.044	0.446	
c011672                  	0.750	0.123	0.500	
c011674                  	0.741	0.054	0.477	
c011676                  	0.747	0.058	0.470	
c036061                  	0.751	0.073	0.476	
c036069                  	0.736	0.380	0.660	
c029874                  	0.765	-0.039	0.439	
c029876                  	0.701	-0.078	0.392	
c029873                  	0.736	0.055	0.459	
c038554                  	0.738	-0.032	0.410	
c038556                  	0.736	-0.131	0.381	
c038550                  	0.706	0.080	0.471	
c040421                  	0.695	-0.116	0.381	
c040427                  	0.678	0.047	0.494	
c011563                  	0.620	-0.238	0.257	
c000102                  	0.738	0.021	0.447	
c014618                  	0.774	0.092	0.502	
c014610                  	0.829	0.355	0.653	
c014614                  	0.742	0.065	0.449	
c014616                  	0.713	0.093	0.452	
c010508                  	0.726	0.066	0.469	
c010500                  	0.731	0.010	0.448	
c010502                  	0.745	-0.042	0.415	
c010504                  	0.778	0.137	0.503	
c010507                  	0.743	0.028	0.452	
c002246                  	0.734	0.056	0.459	
c002240                  	0.733	0.074	0.472	
c002242                  	0.784	0.157	0.516	
c002248                  	0.786	0.066	0.492	
c012745                  	0.803	0.121	0.500	
c041377                  	0.720	-0.203	0.333	
c028274                  	0.821	0.146	0.518	
c012746                  	0.734	0.105	0.471	
c035005                  	0.775	-0.047	0.402	
c035003                  	0.803	-0.128	0.398	
c012747                  	0.712	0.115	0.495	
c028006                  	0.778	0.187	0.546	
c028004                  	0.785	0.043	0.467	
c028002                  	0.702	0.000	0.377	
c028000                  	0.730	0.030	0.446	
c011569                  	0.744	0.014	0.449	
c006199                  	0.803	0.203	0.555	
c006190                  	0.774	0.182	0.537	
c034990                  	0.754	-0.087	0.404	
c006194                  	0.755	0.069	0.479	
c010994p                 	0.733	-0.048	0.416	
c003116                  	0.760	0.179	0.541	
c010994m                 	0.757	0.056	0.480	
c003112                  	0.745	0.112	0.488	
c003110                  	0.765	0.162	0.519	
c008831                  	0.711	-0.002	0.438	
c007825                  	0.789	0.152	0.512	
c008835                  	0.776	0.205	0.545	
c007821                  	0.786	0.232	0.540	
c008839                  	0.781	0.138	0.522	
c007829                  	0.764	0.068	0.464	
c008961                  	0.749	0.025	0.446	
c008966                  	0.795	0.185	0.534	
c008965                  	0.769	0.131	0.510	
c008964                  	0.796	0.134	0.512	
c036844                  	0.697	-0.029	0.444	
c036842                  	0.751	-0.101	0.409	
c026522                  	0.751	0.180	0.520	
c036848                  	0.772	0.054	0.477	
c026524                  	0.793	0.137	0.520	
c024816                  	0.771	0.085	0.482	
c024818                  	0.670	-0.117	0.328	
c008294                  	0.787	0.088	0.490	
c008296                  	0.735	0.049	0.453	
c008290                  	0.812	0.248	0.566	
c017763                  	0.757	-0.055	0.406	
c033318                  	0.795	0.020	0.460	
c033310                  	0.723	-0.047	0.423	
c019598                  	0.760	-0.004	0.442	
c019590                  	0.792	0.069	0.466	
c019592                  	0.725	0.156	0.549	
c008163                  	0.803	0.140	0.512	
c008161                  	0.764	0.099	0.485	
c008167                  	0.779	0.046	0.463	
c008165                  	0.772	0.071	0.484	
c000354                  	0.736	0.072	0.459	
c008168                  	0.701	-0.060	0.394	
c000351                  	0.725	0.009	0.450	
c015178                  	0.749	0.072	0.470	
c019049                  	0.685	0.071	0.447	
c019040                  	0.706	-0.016	0.440	
c019046                  	0.830	0.247	0.572	
c019044                  	0.687	-0.263	0.301	
c049544                  	0.705	0.190	0.542	
c025326                  	0.880	0.538	0.727	
c018319                  	0.799	0.280	0.586	
c049548                  	0.700	-0.076	0.391	
c005511                  	0.704	-0.071	0.392	
c005513                  	0.791	0.139	0.522	
c005519                  	0.763	0.133	0.521	
c010251                  	0.743	-0.053	0.392	
c004546                  	0.794	0.139	0.512	
c052419                  	0.828	0.294	0.606	
c037077                  	0.776	0.114	0.510	
c037074                  	0.754	-0.003	0.438	
c052415                  	0.757	0.230	0.561	
c028869                  	0.785	-0.007	0.457	
c028865                  	0.748	0.222	0.562	
c028867                  	0.759	0.159	0.519	
c043305                  	0.764	0.255	0.573	
c053040                  	0.708	-0.049	0.400	
c031023                  	0.756	-0.152	0.333	
c031021                  	0.809	0.193	0.553	
c012805p                 	0.777	0.235	0.584	
c030996                  	0.799	0.167	0.531	
c026218                  	0.722	-0.024	0.427	
c003926                  	0.685	-0.132	0.352	
c003920                  	0.728	-0.075	0.407	
c026214                  	0.621	-0.210	0.327	
c026217                  	0.826	-0.067	0.404	
c030011                  	0.762	0.090	0.496	
c020906                  	0.740	0.062	0.467	
c020903                  	0.730	0.105	0.493	
c030012                  	0.784	0.109	0.513	
c020909                  	0.779	0.161	0.522	
c021051                  	0.779	-0.200	0.353	
c021055                  	0.743	0.099	0.477	
c021059                  	0.815	0.083	0.500	
c038124                  	0.716	0.092	0.487	
c030015                  	0.770	0.080	0.494	
c004330m                 	0.695	0.016	0.458	
c003118m                 	0.757	-0.025	0.435	
c003298m                 	0.766	0.013	0.471	
c025332                  	0.734	0.018	0.469	
c003298p                 	0.771	0.154	0.524	
c025334                  	0.754	0.177	0.535	
c025338                  	0.767	0.003	0.462	
c034506                  	0.718	-0.024	0.427	
c034504                  	0.750	0.017	0.455	
c034502                  	0.729	0.238	0.574	
c010911                  	0.753	0.055	0.476	
c006248p                 	0.790	0.200	0.541	
c011073                  	0.782	0.202	0.556	
c011071                  	0.719	0.054	0.436	
c011077                  	0.772	0.114	0.503	
c011075                  	0.790	0.091	0.496	
c028272                  	0.711	0.084	0.483	
c017721                  	0.768	0.110	0.506	
c017723                  	0.709	-0.067	0.407	
c017725                  	0.717	-0.057	0.389	
c017728                  	0.740	-0.007	0.431	
c023762                  	0.746	0.114	0.483	
c023760                  	0.824	0.242	0.565	
c023766                  	0.803	-0.121	0.393	
c023764                  	0.806	0.139	0.530	
c027065                  	0.726	-0.081	0.395	
c027061                  	0.772	0.145	0.516	
c022717                  	0.741	-0.002	0.432	
c037797                  	0.731	0.013	0.431	
c016850                  	0.793	0.085	0.500	
c016853                  	0.780	0.209	0.540	
c016855                  	0.793	0.207	0.545	
c016857                  	0.819	0.141	0.531	
c051634                  	0.782	0.104	0.506	
c050543                  	0.697	0.153	0.500	
c050547                  	0.727	0.179	0.545	
c037792                  	0.708	0.055	0.474	
c014512                  	0.720	0.096	0.490	
c014510                  	0.795	0.187	0.542	
c014516                  	0.761	0.222	0.576	
c014514                  	0.698	0.000	0.431	
c020595                  	0.753	-0.030	0.413	
c020597                  	0.730	-0.019	0.426	
c020591                  	0.762	0.086	0.481	
c020593                  	0.779	0.148	0.525	
c023072                  	0.745	0.112	0.503	
c020049                  	0.764	0.099	0.498	
c020042                  	0.787	0.143	0.519	
c020046                  	0.746	0.100	0.494	
c009993                  	0.772	0.175	0.549	
c013989                  	0.765	0.131	0.527	
c009994                  	0.772	0.006	0.420	
c013980                  	0.789	0.172	0.535	
c013982                  	0.784	0.183	0.546	
c013984                  	0.729	0.022	0.439	
c005238                  	0.771	0.095	0.496	
c043570                  	0.753	0.083	0.491	
c043572                  	0.633	-0.298	0.278	
c043574                  	0.769	0.139	0.500	
c011856                  	0.717	-0.148	0.374	
c040208                  	0.826	0.304	0.609	
c016649                  	0.787	0.248	0.583	
c021316                  	0.783	0.088	0.487	
c021310                  	0.755	0.007	0.449	
c021312                  	0.739	-0.038	0.434	
c021319                  	0.811	0.335	0.644	
c004554m                 	0.740	0.058	0.480	
c019204                  	0.811	0.065	0.460	
c042097                  	0.813	0.345	0.615	
c048327                  	0.718	0.066	0.487	
c019153                  	0.809	0.282	0.600	
c018156                  	0.758	0.096	0.490	
c018154                  	0.802	0.290	0.610	
c018150                  	0.739	0.001	0.427	
c041556                  	0.766	0.125	0.508	
c041550                  	0.748	0.133	0.524	
c047786                  	0.699	-0.104	0.391	
c047785                  	0.741	0.062	0.473	
c028187                  	0.760	0.162	0.529	
c028184                  	0.727	-0.045	0.413	
c000400m                 	0.752	0.040	0.466	
c017904                  	0.786	0.188	0.553	
c039031                  	0.724	0.093	0.500	
c017907                  	0.755	0.064	0.478	
c035908                  	0.735	-0.083	0.383	
c054385                  	0.760	0.181	0.563	
c001937m                 	0.764	0.108	0.504	
c004911                  	0.775	0.172	0.541	
c049038                  	0.663	0.040	0.462	
c049036                  	0.751	0.133	0.462	
c049030                  	0.693	0.006	0.412	
c005587p                 	0.790	0.151	0.536	
c051024                  	0.796	0.222	0.556	
c051020                  	0.786	0.194	0.541	
c001096                  	0.759	0.059	0.478	
c001090                  	0.767	0.069	0.470	
