Amillepora_PRO.fas	Adigitifera_PRO.fas	Aelegantissima_PRO.fas	Ahyacinthus_PRO.fas	Apallida_PRO.fas	Apalmata_PRO.fas	Atenuis_PRO.fas	Fscutaria_PRO.fas	Mauretenra_PRO.fas	Mcavernosa_PRO.fas	Mfaveolata_PRO.fas	Nvectensis_PRO.fas	Pastreoides_PRO.fas	Pcarnosus_PRO.fas	Pdaedalea_PRO.fas	Pdamicornis_PRO.fas	Pstrigosa_PRO.fas	Shystrix_PRO.fas	Spistillata_PRO.fas	Ssiderea_PRO.fas
c009031	adi_EST_assem_8063	NA	NA	NA	Contig_1851	NA	NA	NA	comp29918_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009037	adi_EST_assem_3280	NA	NA	NA	Contig_17532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009035	adi_EST_assem_5012	NA	NA	NA	NA	isotig11634	comp26415_c0_seq2	NA	comp17191_c0_seq1	NA	NA	isotig04879	Unigene135851_Mix_Normal_N	NA	NA	NA	NA	Spi_isotig07477	comp252953_c0_seq2
c009039	adi_EST_assem_25132	NA	NA	NA	Contig_677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c028826	NA	comp26249_c0_seq1	isotig06159	Locus_15359_Transcript_1/1_Confidence_1.000_Length_2479	NA	isotig13924	comp6353_c0_seq1	comp3238_c3_seq5	comp21334_c0_seq1	NA	NA	NA	Unigene12143_Mix_Normal_N	c8953_g1_i1	NA	comp13918_c0_seq3	comp16265_c0_seq1	Spi_isotig07983	comp248365_c1_seq1
c015229	adi_EST_assem_1247	NA	NA	NA	Contig_800	NA	comp1345_c3_seq130	comp29832_c0_seq2	comp5503_c0_seq1	NA	NA	NA	NA	NA	NA	comp78820_c0_seq1	NA	Spi_isotig04933	comp238553_c0_seq3
c017439m	adi_EST_assem_2167	NA	NA	NA	Contig_2378	NA	comp3608_c0_seq1	comp18508_c0_seq2	comp8659_c0_seq1	NA	NA	isotig03976	NA	NA	bu_91849.1_c4825	comp6648_c0_seq2	comp10512_c0_seq1	Spi_isotig06036	comp248867_c0_seq2
c001538	adi_EST_assem_5797	NA	NA	NA	Contig_20815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009693	adi_EST_assem_21762	NA	NA	NA	Contig_12325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009691	adi_EST_assem_4130	NA	NA	NA	Contig_37819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256217_c1_seq2
c030959	adi_EST_assem_14414	NA	NA	NA	Contig_2170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp239157_c0_seq1
c030957	NA	NA	NA	NA	Contig_4128	NA	NA	NA	comp35921_c0_seq5	NA	NA	NA	NA	NA	NA	NA	comp121016_c0_seq1	NA	comp248295_c0_seq1
c002904m	adi_EST_assem_22904	NA	NA	NA	Contig_12371	isotig11827	NA	comp150649_c0_seq1	NA	NA	NA	isotig04320	NA	NA	NA	NA	NA	NA	comp228973_c0_seq2
c012058	NA	NA	NA	NA	NA	NA	comp43052_c0_seq1	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c2415	NA	NA	NA	NA
c012055	NA	NA	isotig01521	NA	Contig_8833	isotig12324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012051	adi_EST_assem_10635	NA	NA	NA	Contig_18014	isotig09545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp255693_c1_seq1
c017165	NA	NA	NA	NA	Contig_38747	NA	NA	NA	comp119077_c0_seq1	NA	NA	NA	NA	NA	NA	comp225153_c0_seq1	NA	NA	comp254262_c0_seq1
c014232	adi_EST_assem_4785	NA	NA	NA	Contig_9237	NA	comp25692_c1_seq2	comp174282_c0_seq1	NA	NA	jgi|Nemve1|163817|estExt_gwp.C_440016	NA	Unigene11278_Mix_Normal_N	NA	NA	comp12536_c0_seq1	NA	NA	comp257440_c0_seq1
c014238	adi_EST_assem_21159	NA	NA	NA	Contig_14368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010927	adi_EST_assem_3582	NA	NA	NA	Contig_37454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010925	adi_EST_assem_5727	NA	NA	NA	Contig_40112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254406_c1_seq44
c022095	adi_EST_assem_12460	NA	NA	NA	Contig_35883	NA	comp15218_c0_seq3	comp9382_c0_seq2	comp37307_c0_seq1	NA	NA	NA	Unigene98708_Mix_Normal_N	c15287_g1_i1	NA	comp13855_c0_seq2	NA	Spi_isotig07564	NA
c001396p	adi_EST_assem_16524	NA	NA	NA	NA	NA	comp55534_c0_seq1	NA	comp90575_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp240284_c0_seq1
c023728	NA	NA	NA	NA	NA	NA	comp149072_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp63589_c0_seq1	NA	NA
c011030	adi_EST_assem_9090	NA	NA	NA	NA	isotig11309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011038	adi_EST_assem_3396	NA	NA	NA	Contig_23840	NA	NA	comp1139_c0_seq1	NA	NA	NA	isotig00294	NA	NA	NA	NA	NA	Spi_isotig05234	comp254373_c0_seq6
c010387	adi_EST_assem_8740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp3269_c0_seq1	NA	comp256165_c0_seq4
c010385	adi_EST_assem_4026	NA	NA	Locus_68941_Transcript_1/1_Confidence_0.000_Length_3642	Contig_10290	isotig09567	NA	comp2309_c0_seq1	comp3633_c0_seq1	NA	jgi|Nemve1|82156|e_gw.5.77.1	NA	Unigene17749_Mix_Normal_N	c11247_g2_i2	bu_91849.1_c7519	comp2154_c0_seq1	comp836_c0_seq1	Spi_isotig05360	comp252252_c0_seq2
c017764	adi_EST_assem_3564	NA	NA	NA	Contig_5916	isotig21921	NA	comp5826_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017766	adi_EST_assem_7602	NA	NA	NA	Contig_11431	NA	NA	NA	NA	NA	NA	NA	NA	c4705_g1_i1	NA	NA	comp96908_c0_seq3	NA	comp238431_c0_seq11
c011389	adi_EST_assem_8359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258383_c0_seq3
c011380	adi_EST_assem_1599	NA	NA	NA	NA	NA	comp16738_c0_seq1	NA	comp22244_c0_seq1	NA	NA	isotig03869	NA	NA	bu_91849.1_c8218	comp21956_c0_seq1	NA	NA	comp254703_c0_seq2
c011382	adi_EST_assem_3612	NA	NA	NA	NA	isotig09246	NA	comp32211_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c015603	adi_EST_assem_5705	NA	NA	NA	Contig_40224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c016897	NA	NA	NA	NA	NA	NA	NA	comp73260_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c17961	NA	NA	NA	comp256448_c1_seq1
c010079	adi_EST_assem_6290	NA	NA	NA	Contig_16286	isotig10988	comp8932_c0_seq1	NA	comp20687_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp253000_c0_seq7
c010071	adi_EST_assem_5698	NA	NA	NA	Contig_22794	NA	NA	comp15338_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp20983_c0_seq1	NA	comp250869_c0_seq2
c014551	adi_EST_assem_3397	comp31250_c0_seq2	NA	Locus_106508_Transcript_1/1_Confidence_0.000_Length_3607	Contig_4488	isotig10651	NA	NA	NA	CCHW13508.b1	jgi|Nemve1|239385|estExt_fgenesh1_pg.C_140075	NA	Unigene25816_Mix_Normal_N	c13333_g1_i1	NA	comp10276_c0_seq1	NA	Spi_isotig05276	NA
c014559	adi_EST_assem_17723	NA	NA	NA	Contig_20342	NA	comp19640_c0_seq1	NA	comp71797_c0_seq3	NA	NA	NA	NA	c9510_g1_i1	NA	NA	NA	NA	comp257231_c0_seq2
c020000	adi_EST_assem_6547	NA	NA	NA	Contig_21612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020008	NA	NA	NA	NA	NA	NA	comp12612_c0_seq1	NA	comp14988_c0_seq2	NA	NA	NA	Unigene122780_Mix_Normal_N	c11247_g1_i2	bu_91849.1_c53605	comp25239_c0_seq1	NA	Spi_isotig09125	NA
c007373	adi_EST_assem_399	NA	isotig08977	NA	Contig_12215	isotig09225	NA	comp271_c0_seq1	NA	CCHW17615.b1	jgi|Nemve1|187791|estExt_GenewiseH_1.C_1080165	NA	Unigene125995_Mix_Normal_N	c13563_g1_i1	bu_91849.1_c784	comp3503_c0_seq1	NA	Spi_isotig05838	NA
c007377	adi_EST_assem_1206	NA	NA	Locus_16656_Transcript_1/1_Confidence_1.000_Length_2290	NA	NA	NA	comp133198_c0_seq1	comp36235_c0_seq1	NA	jgi|Nemve1|158506|estExt_gwp.C_40124	NA	NA	NA	NA	NA	NA	NA	NA
c001449m	adi_EST_assem_2543	NA	isotig04394	NA	Contig_28138	isotig11806	comp6711_c1_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp203926_c0_seq1
c018192	adi_EST_assem_8991	NA	NA	NA	Contig_12138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018196	adi_EST_assem_10699	NA	NA	NA	Contig_7253	isotig13608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c016040	adi_EST_assem_15783	NA	NA	NA	Contig_11003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006889	adi_EST_assem_8286	NA	NA	NA	Contig_22327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006885	NA	comp147315_c0_seq1	isotig04779	NA	NA	isotig05294	comp21234_c0_seq1	NA	NA	CCHW13730.b1	jgi|Nemve1|235575|estExt_fgenesh1_pm.C_1750002	NA	Unigene87544_Mix_Normal_N	c17624_g1_i2	bu_91849.1_c49935	comp9888_c0_seq1	NA	NA	comp261330_c0_seq1
c006883	NA	NA	isotig06572	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene61288_Mix_Normal_N	NA	NA	comp167245_c0_seq1	NA	NA	NA
c007529p	NA	NA	NA	NA	NA	NA	comp53524_c0_seq1	NA	NA	NA	NA	NA	Unigene38791_Mix_Normal_N	NA	NA	NA	NA	NA	comp234430_c0_seq1
c004956	adi_EST_assem_4099	NA	NA	NA	Contig_13861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c031559	NA	NA	NA	NA	NA	NA	comp112_c0_seq3	comp186_c0_seq1	NA	NA	NA	isotig13626	Unigene45976_Mix_Normal_N	c12748_g1_i1	NA	comp969_c0_seq1	comp182_c0_seq1	Spi_isotig13555	comp223151_c0_seq1
c013712	adi_EST_assem_17427	NA	NA	NA	Contig_37611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c014422	adi_EST_assem_3865	NA	NA	NA	Contig_35753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013438	NA	NA	NA	NA	Contig_3544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp255603_c0_seq35
c000905	adi_EST_assem_8499	NA	NA	NA	Contig_5655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c029609	adi_EST_assem_35063	NA	NA	NA	Contig_26363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c024552	NA	NA	NA	NA	NA	NA	NA	comp88257_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c1769	NA	NA	NA	NA
c008667m	adi_EST_assem_14368	NA	NA	NA	Contig_13170	NA	comp6481_c0_seq1	comp44797_c0_seq2	comp14321_c0_seq1	NA	NA	NA	Unigene134982_Mix_Normal_N	c16532_g1_i2	bu_91849.1_c21882	NA	comp8143_c0_seq3	NA	comp206492_c0_seq1
c002470	adi_EST_assem_6851	comp7485_c0_seq3	NA	NA	Contig_37342	NA	comp8788_c0_seq3	NA	NA	NA	NA	NA	Unigene78503_Mix_Normal_N	NA	NA	NA	NA	NA	NA
c006501	NA	comp261_c0_seq2	isotig05788	Locus_1696_Transcript_2/2_Confidence_7.000_Length_1782	Contig_13188	isotig19090	comp193_c0_seq1	comp315_c0_seq1	NA	CCHW17264.b1	jgi|Nemve1|162224|estExt_gwp.C_280123	isotig12854	Unigene47018_Mix_Normal_N	c12900_g1_i1	bu_91849.1_c2444	comp899_c0_seq1	comp221_c1_seq1	Spi_isotig11472	comp210470_c0_seq1
c006506	NA	NA	NA	NA	Contig_13020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp253612_c0_seq3
c025607	adi_EST_assem_9847	NA	NA	NA	Contig_30251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013730	NA	NA	NA	NA	NA	NA	NA	comp11498_c0_seq1	NA	CCHW3867.b1	NA	NA	NA	c13092_g1_i1	NA	NA	NA	NA	comp234886_c0_seq1
c023124	adi_EST_assem_6440	NA	NA	NA	Contig_16463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c023126	adi_EST_assem_1773	NA	isotig04895	NA	Contig_38297	isotig00379	comp21847_c0_seq1	comp68061_c0_seq1	NA	NA	NA	isotig16330	Unigene12930_Mix_Normal_N	c9496_g1_i1	bu_91849.1_c25163	comp10915_c0_seq2	comp15305_c0_seq1	Spi_isotig09573	NA
c023128	adi_EST_assem_18797	NA	NA	NA	Contig_12679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c032789	adi_EST_assem_12453	NA	NA	NA	NA	isotig21976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c032782	adi_EST_assem_4256	NA	isotig08314	NA	Contig_6288	isotig17514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008625	adi_EST_assem_5363	NA	isotig01631	NA	Contig_8261	NA	comp2077_c0_seq1	comp2144_c0_seq1	comp880_c1_seq1	NA	NA	NA	Unigene44913_Mix_Normal_N	NA	bu_91849.1_c276	comp1692_c0_seq1	comp845_c0_seq1	Spi_isotig05260	comp255598_c0_seq1
c010132m	NA	comp24449_c0_seq1	NA	Locus_69410_Transcript_1/1_Confidence_0.000_Length_2088	Contig_13691	NA	comp17092_c0_seq2	comp56519_c0_seq2	NA	NA	jgi|Nemve1|203375|fgenesh1_pg.scaffold_42000090	NA	NA	NA	bu_91849.1_c2301	comp32539_c0_seq1	NA	Spi_isotig07443	comp186130_c0_seq2
c004038	adi_EST_assem_11581	NA	NA	NA	Contig_2589	NA	NA	NA	comp20799_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004030	adi_EST_assem_371	NA	NA	NA	Contig_356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c023291	adi_EST_assem_5878	NA	NA	NA	Contig_18693	NA	NA	comp248_c91_seq117	comp37133_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250586_c0_seq2
c027732	adi_EST_assem_772	NA	NA	NA	Contig_40866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009170	adi_EST_assem_16782	NA	NA	NA	NA	NA	NA	comp50554_c0_seq1	comp115909_c0_seq1	NA	NA	isotig01468	NA	c15658_g1_i1	NA	comp100948_c0_seq2	NA	NA	NA
c013226	adi_EST_assem_939	NA	NA	NA	Contig_7449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005765	NA	NA	NA	NA	NA	NA	comp37234_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp227112_c0_seq6
c005074	adi_EST_assem_13553	NA	NA	NA	Contig_10475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013222	adi_EST_assem_16619	NA	NA	NA	Contig_39285	NA	NA	NA	comp186812_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c021195	adi_EST_assem_1053	NA	isotig11136	NA	Contig_7306	isotig15105	comp1341_c0_seq1	comp113_c0_seq1	NA	NA	NA	isotig10987	NA	NA	NA	NA	NA	NA	comp241289_c0_seq1
c015441	adi_EST_assem_20050	NA	isotig07260	NA	Contig_14075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018070	adi_EST_assem_20416	NA	NA	NA	Contig_41476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018071	adi_EST_assem_26439	NA	NA	NA	Contig_28477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c002591m	NA	NA	isotig16316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c31472	NA	NA	NA	NA
c017885	NA	NA	isotig05315	NA	F66KHFO01CD6IL	NA	comp3029_c1_seq1	NA	NA	NA	NA	NA	Unigene139721_Mix_Normal_N	c34021_g1_i1	bu_91849.1_c4275	NA	NA	NA	NA
c017881	adi_EST_assem_13245	NA	isotig04516	NA	Contig_7417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017883	adi_EST_assem_13045	NA	isotig00740	NA	Contig_1001	isotig13626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017889	NA	NA	isotig04618	NA	Contig_15458	isotig10067	NA	NA	comp17648_c0_seq1	NA	jgi|Nemve1|104847|e_gw.74.81.1	NA	Unigene17900_Mix_Normal_N	c16031_g1_i1	NA	comp17541_c0_seq1	NA	NA	NA
c012342	adi_EST_assem_9581	NA	NA	Locus_118836_Transcript_1/1_Confidence_1.000_Length_2108	NA	NA	NA	NA	NA	NA	jgi|Nemve1|186039|estExt_GenewiseH_1.C_790016	NA	NA	NA	NA	NA	NA	NA	comp255870_c0_seq1
c024217	adi_EST_assem_27278	NA	NA	NA	Contig_4892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c022350	NA	comp206062_c0_seq1	NA	Locus_1117_Transcript_2/2_Confidence_1.000_Length_1573	NA	NA	NA	comp21911_c0_seq1	comp229112_c0_seq1	NA	jgi|Nemve1|19405|gw.124.41.1	NA	NA	NA	bu_91849.1_c25182	NA	NA	Spi_isotig12201	NA
c015398	NA	comp51081_c0_seq1	isotig05800	Locus_36776_Transcript_1/1_Confidence_0.000_Length_2072	Contig_38106	NA	comp41234_c0_seq1	NA	comp34493_c0_seq1	NA	jgi|Nemve1|58562|gw.122.120.1	isotig04819	Unigene34168_Mix_Normal_N	c9347_g1_i1	NA	comp128023_c0_seq1	NA	NA	comp240290_c0_seq1
c022355	NA	NA	NA	NA	Contig_13810	isotig07431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011486	adi_EST_assem_11703	comp79136_c0_seq1	NA	NA	Contig_4646	NA	comp19877_c0_seq4	comp55377_c0_seq1	comp31963_c1_seq1	NA	NA	NA	Unigene11275_Mix_Normal_N	c6819_g1_i1	NA	comp59581_c0_seq1	NA	NA	comp257147_c0_seq1
c011488	adi_EST_assem_2525	comp26721_c0_seq1	NA	Locus_119967_Transcript_1/1_Confidence_0.000_Length_820	NA	isotig16055	NA	comp20611_c0_seq1	comp52649_c0_seq1	CCHW1374.b1	NA	NA	Unigene7791_Mix_Normal_N	c2515_g1_i1	NA	comp29269_c0_seq1	NA	Spi_isotig12453	comp227716_c0_seq1
c016280	adi_EST_assem_1202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260857_c0_seq1
c016284	adi_EST_assem_12654	NA	isotig06180	NA	Contig_1884	isotig12226	comp8928_c0_seq3	NA	comp47179_c0_seq1	NA	NA	NA	Unigene145503_Mix_Normal_N	NA	bu_91849.1_c6495	comp25704_c0_seq1	NA	NA	comp228122_c0_seq1
c014377	NA	NA	NA	NA	Contig_36315	NA	NA	comp57234_c0_seq1	comp34445_c0_seq2	NA	NA	isotig07073	Unigene70106_Mix_Normal_N	NA	NA	NA	comp8068_c0_seq1	Spi_isotig02925	comp259001_c0_seq4
c002258p	NA	NA	NA	NA	Contig_6461	NA	comp20162_c0_seq1	NA	comp26341_c0_seq1	NA	NA	NA	NA	NA	NA	comp10883_c0_seq1	NA	NA	comp248597_c1_seq2
c014371	adi_EST_assem_10493	NA	NA	NA	CCHX14686_b1_c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260967_c1_seq9
c019336	NA	NA	NA	NA	NA	isotig27462	NA	NA	comp49320_c0_seq1	NA	NA	NA	NA	c12257_g1_i1	NA	comp93930_c0_seq1	NA	NA	comp243429_c0_seq1
c011265	adi_EST_assem_411	comp8906_c0_seq1	NA	Locus_69885_Transcript_1/1_Confidence_0.000_Length_6062	Contig_1904	isotig09160	comp813_c1_seq1	NA	comp3732_c0_seq1	CCHW8476.b1	jgi|Nemve1|189251|estExt_GenewiseH_1.C_1390011	isotig01127	Unigene17803_Mix_Normal_N	c17590_g1_i2	bu_91849.1_lrc26377	comp1306_c0_seq2	comp2611_c1_seq1	Spi_isotig05197	comp249393_c1_seq7
c011261	NA	NA	NA	NA	Contig_24159	isotig13568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017534	adi_EST_assem_2838	NA	isotig05067	NA	Contig_4767	isotig11281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017530	adi_EST_assem_17764	NA	NA	NA	Contig_28125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001211	adi_EST_assem_12817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp249079_c0_seq2
c007856	adi_EST_assem_2998	NA	NA	NA	NA	NA	comp19019_c0_seq1	NA	NA	NA	NA	NA	Unigene21740_Mix_Normal_N	NA	NA	NA	NA	Spi_isotig04852	comp247674_c0_seq2
c006748	adi_EST_assem_21347	NA	NA	NA	Contig_32683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007129	adi_EST_assem_5691	NA	NA	NA	NA	NA	comp6165_c0_seq1	comp130854_c0_seq1	comp7425_c0_seq1	NA	NA	isotig03485	Unigene82346_Mix_Normal_N	NA	bu_91849.1_c5113	comp3198_c0_seq1	NA	NA	comp245082_c0_seq2
c007123	adi_EST_assem_6752	NA	NA	NA	Contig_9698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018525	adi_EST_assem_14786	NA	NA	NA	NA	NA	NA	comp57374_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c21925	NA	NA	Spi_isotig07726	comp239807_c0_seq1
c029361	adi_EST_assem_7972	NA	NA	NA	Contig_9607	isotig00800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c030017	NA	NA	isotig04579	NA	Contig_36969	isotig03586	comp81367_c0_seq1	comp55110_c0_seq1	NA	CCHW17022.b1	NA	NA	NA	NA	bu_91849.1_c17911	comp76533_c0_seq1	comp34906_c0_seq1	NA	comp225090_c0_seq1
c005271	adi_EST_assem_2035	NA	NA	NA	NA	NA	NA	NA	comp28070_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005273	adi_EST_assem_4093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp255492_c0_seq2
c004666p	adi_EST_assem_17182	NA	isotig05801	NA	NA	NA	comp33628_c0_seq1	NA	comp49574_c0_seq1	NA	NA	NA	NA	c16062_g1_i1	bu_91849.1_c3215	NA	NA	NA	comp259882_c0_seq4
c006109	adi_EST_assem_12181	NA	NA	NA	Contig_25667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005894	adi_EST_assem_19461	NA	NA	NA	Contig_16380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001153	NA	NA	NA	NA	NA	NA	comp30873_c0_seq1	NA	NA	NA	jgi|Nemve1|84846|e_gw.10.3.1	NA	NA	NA	NA	NA	NA	NA	NA
c000434	adi_EST_assem_11334	NA	NA	NA	NA	NA	NA	NA	comp15618_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c034351	NA	NA	NA	NA	Contig_15582	isotig42190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005949	adi_EST_assem_13754	NA	NA	NA	Contig_38812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c026850	NA	comp37_c2_seq2	isotig14437	Locus_93851_Transcript_1/1_Confidence_0.000_Length_1581	Contig_4688	isotig26065	comp217_c0_seq1	comp95_c0_seq1	comp201060_c0_seq1	CCHW4123.b1	jgi|Nemve1|189003|estExt_GenewiseH_1.C_1330048	isotig16004	Unigene45920_Mix_Normal_N	c7697_g1_i3	bu_91849.1_c41477	comp783_c0_seq1	comp138_c1_seq1	Spi_isotig14224	comp221785_c0_seq1
c034972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene46539_Mix_Normal_N	NA	NA	NA	NA	Spi_isotig10423	NA
c016314	adi_EST_assem_15599	NA	NA	Locus_11645_Transcript_2/2_Confidence_2.000_Length_2727	Contig_12713	NA	comp13845_c0_seq1	comp12007_c0_seq2	comp49928_c0_seq1	NA	NA	NA	NA	NA	NA	comp8083_c0_seq1	NA	Spi_isotig05884	comp241114_c0_seq1
c008419	adi_EST_assem_18005	NA	isotig05046	NA	Contig_38955	isotig07027	NA	comp30449_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp247094_c0_seq2
c008414	NA	NA	NA	NA	NA	isotig10892	NA	comp2119_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	comp3326_c0_seq1	NA	comp241627_c0_seq2
c008411	adi_EST_assem_9477	NA	NA	NA	Contig_8849	isotig10050	NA	NA	comp5053_c0_seq1	NA	NA	isotig03326	Unigene125749_Mix_Normal_N	NA	NA	NA	comp4576_c1_seq2	Spi_isotig05084	comp213858_c0_seq2
c051449	NA	NA	GCKDGN102EYWS4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp368105_c0_seq1	NA	NA	NA
c005054	adi_EST_assem_4769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene46260_Mix_Normal_N	NA	NA	NA	NA	NA	NA
c032246	adi_EST_assem_17805	NA	NA	NA	Contig_11528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c025753	adi_EST_assem_22534	NA	isotig13768	NA	NA	NA	NA	NA	comp14401_c0_seq1	NA	jgi|Nemve1|194229|estExt_GenewiseH_1.C_3510055	NA	Unigene22274_Mix_Normal_N	c9910_g2_i2	NA	NA	NA	NA	comp243759_c0_seq2
